,part_number,description,quantity,price,inventory_category,annual_days_supply
0,004hf113,hi-flo o-filt hon 15412-hm5-a1,1,4.99,non-essential,360.0
1,0069922bc,new style universal cruise ctr,1,18.99,nearing_obsolete,360.0
2,0069925b,"universal cruise control 1""",1,18.99,nearing_obsolete,360.0
3,01-05040,lexin smart pump tire pump,3,85.99,non-essential,108.0
4,0136-0026,helmet service pad icon,2,29.99,non-essential,240.0
5,0301-0422,120/70zr17 (58w) roadtec z8,1,279.99,essential,72.0
6,0301-0717,120/70zr17 (58w) road 5 front,4,350.99,non-essential,480.0
7,0301-0763,150/80r17 72v av91 cobra chrom,2,654.99,essential,360.0
8,0301-0794,120/70zr17 (58w) battlax s22 f,2,312.99,nearing_obsolete,360.0
9,0301-0932,110/80zr19 (59w) road 6 front,1,381.99,nearing_obsolete,360.0
10,0301-0936,120/70zr19 (60w) road 6 front,11,435.99,essential,1320.0
11,0302-0850,180/55zr17 (73w) pilot road 4 gt,6,471.99,essential,540.0
12,0302-1007,190/55zr17 (75w) roadtec 01 (h,1,468.99,essential,180.0
13,0302-1098,180/60r16 80h elite 4 mt rear,3,547.99,nearing_obsolete,216.0
14,0302-1187,180/55zr17 (73w) road 5 rear,2,459.99,nearing_obsolete,180.0
15,0302-1211,180/55zr17 (73w) diablo rosso,1,383.99,nearing_obsolete,360.0
16,0302-1212,180/60zr17 (75w) diablo rosso,1,391.99,nearing_obsolete,360.0
17,0302-1265,240/50r16 84v av92 cobra chrom,2,917.99,essential,360.0
18,0302-1292,"240/45zr17,(82w),rosso 3,",3,502.99,essential,216.0
19,0302-1299,180/60r16 80h cruisetec rear,3,564.99,nearing_obsolete,216.0
20,0302-1400,180/55zr17 (73w) road 5 gt rea,8,489.99,nearing_obsolete,2880.0
21,0302-1562,160/60zr17 (69w) diablo rosso,1,382.99,non-essential,360.0
22,0302-1563,"180/55zr17,(73w),rosso,iv",3,393.99,nearing_obsolete,1080.0
23,0302-1569,150/70r17 69h road classic rear,3,392.99,nearing_obsolete,1080.0
24,0302-1575,170/60zr17 (72w) m+s mutant re,1,349.99,non-essential,72.0
25,0302-1608,170/60zr17 (72w) road 6 rear,11,501.99,essential,990.0
26,0302-1612,120/70zr17 (58w) road 6 gt fro,18,416.99,essential,405.0
27,0302-1613,180/55zr17 (73w) road 6 gt rea,10,523.99,nearing_obsolete,1200.0
28,0302-1615,190/55zr17 (75w) road 6 gt rea,7,570.99,essential,252.0
29,0305-0540,110/90-18 61h me888 marathon u,1,380.99,nearing_obsolete,360.0
30,0305-0662,130/60b19 66h cruisetec reinfo,3,326.99,nearing_obsolete,216.0
31,0305-0842,130/80b17 65h cruisetec (i) spec,1,411.99,essential,360.0
32,0306-0324,180/65b16 81h american elite m,2,521.99,nearing_obsolete,720.0
33,0306-0523,"180/55zr17,(73w),rosso 3",2,359.99,nearing_obsolete,360.0
34,0306-0658,150/80b16 77h cruisetec rear,3,401.99,non-essential,360.0
35,0306-0786,130/80-17 65h battlax bt46 rea,3,310.99,nearing_obsolete,360.0
36,0316-0192,120/70r19 60v tl/tt anakee 3 f,3,345.99,nearing_obsolete,1080.0
37,0316-0212,120/70r19 60v tkc70 front,6,361.99,non-essential,432.0
38,0316-0285,120/70r19 60v tourance front,2,362.99,nearing_obsolete,360.0
39,0316-0331,90/90-21 54v battlax adventure,1,252.99,nearing_obsolete,360.0
40,0316-0353,110/80r19 59v conti trail attack,1,385.99,nearing_obsolete,360.0
41,0316-0359,100/90-19 57v tl/tt anakee adv,1,350.99,nearing_obsolete,360.0
42,0316-0362,90/90-21 54v tl/tt anakee adve,4,345.99,nearing_obsolete,720.0
43,0316-0399,90/90-21 54t trailmax mission,6,250.99,nearing_obsolete,2160.0
44,0316-0400,110/80-19 59t trailmax mission,2,326.99,non-essential,360.0
45,0316-0401,120/70b19 60t trailmax mission,1,346.99,non-essential,360.0
46,0316-0459,100/90-19 57t trailmax mission,2,236.99,non-essential,360.0
47,0316-0586,120/70r19 60t karoo 4 front,3,392.99,nearing_obsolete,540.0
48,0317-0222,170/60r17 72v tl/tt anakee 3 r,3,414.99,nearing_obsolete,1080.0
49,0317-0242,150/70r17 69v tkc70 rear,1,458.99,nearing_obsolete,180.0
50,0317-0352,170/60-17 tourance,1,437.95,nearing_obsolete,180.0
51,0317-0354,170/60r17 72v scorpion trail 2,1,442.99,essential,120.0
52,0317-0445,150/70r17 69v conti trail atta,1,469.99,nearing_obsolete,360.0
53,0317-0456,150/70r17 69v tl/tt anakee adv,1,480.99,essential,90.0
54,0317-0499,150/70b17 69t trailmax mission,4,410.99,non-essential,480.0
55,0317-0500,150/70b18 70t trailmax mission,2,412.99,non-essential,360.0
56,0317-0501,170/60b17 72t trailmax mission,1,450.99,nearing_obsolete,180.0
57,0317-0503,130/90-16 73h k761 dual sport,1,234.99,nearing_obsolete,360.0
58,0317-0560,150/70r17 69s tkc70 rocks rear,2,477.99,nearing_obsolete,720.0
59,0317-0561,170/60r17 72s tkc70 rocks rear,7,500.99,essential,840.0
60,0317-0765,170/60r17 72t karoo 4 rear,3,490.99,nearing_obsolete,1080.0
61,0340-0822,120/70-15 56s diablo rosso fro,1,237.99,nearing_obsolete,360.0
62,0350-0023,tube 18 uhd med tr-4 offroad,3,66.99,nearing_obsolete,1080.0
63,0350-0117,180/65-16 tire tube cmv,1,42.99,nearing_obsolete,360.0
64,0363-0055,tubeless puncture pilot,2,139.99,nearing_obsolete,180.0
65,0364-0001,pocket tire plugger tubless,1,81.99,nearing_obsolete,360.0
66,04-1484,bulb 12v 21/60p,13,1.99,nearing_obsolete,4680.0
67,04-782s,plugin fuse 7.5amp each,49,2.19,nearing_obsolete,5880.0
68,04-783p,plugin fuse 10amp each,16,2.19,nearing_obsolete,5760.0
69,04-784s,plugin fuse 15amp each,5,2.19,nearing_obsolete,900.0
70,0407-0094,56-133 fork and dust seal kit,1,51.99,non-essential,360.0
71,0521-2006,lady rider guardian bell (ea),2,16.99,nearing_obsolete,360.0
72,0521-2007,skull guardian bell (ea),6,16.99,nearing_obsolete,1080.0
73,0521-2011,flame guardian bell (ea),1,16.99,non-essential,72.0
74,0521-2013,ride it like you stole it guar,3,16.99,non-essential,540.0
75,0602-0365,"riser 2"" rox pivot elite",1,162.99,nearing_obsolete,360.0
76,0603-0458,base h-bar/brk/clch,13,43.99,nearing_obsolete,4680.0
77,0636-0122,kit lg xgrip & ubolt,1,103.99,nearing_obsolete,90.0
78,09-119,inline fuel filter,15,6.99,nearing_obsolete,5400.0
79,100062211,surf n ride tee m,3,53.99,non-essential,1080.0
80,100062213,surf n ride tee xl,3,48.99,non-essential,1080.0
81,100062241,engine black tee m,1,53.99,non-essential,180.0
82,10160,yt7b-bs yuasa battery,5,149.99,nearing_obsolete,1800.0
83,1023281,"asm-keys,indian,cap",2,39.99,nearing_obsolete,360.0
84,1028796-266,"asm-sidestand,blk",6,68.99,nearing_obsolete,360.0
85,107a100,optimate usb 2400ma charger 3-,3,27.99,non-essential,270.0
86,107a105,optimate usb 3300ma 2 x usb ch,4,38.99,non-essential,288.0
87,107a18,optimate cable ring to sae/sae,1,33.99,non-essential,72.0
88,107tm409,optimate 1 duo 4-step 12v 0.6a,1,63.99,non-essential,90.0
89,11009056145,repair kit for oil change,3,40.99,non-essential,270.0
90,11009056146,repair kit f oil cooler oil,11,44.99,nearing_obsolete,3960.0
91,11111337567,o-ring,1,9.99,nearing_obsolete,120.0
92,11111460399,plug,1,2.99,non-essential,360.0
93,11112343010,gasket ring,11,3.99,nearing_obsolete,1980.0
94,11117653180,fillister head screw,4,3.99,nearing_obsolete,1440.0
95,11117658311,repair set inspection,15,38.99,non-essential,284.0
96,11117682158,vibration damper,5,32.0,non-essential,600.0
97,11117694729,o-ring,11,3.99,non-essential,283.0
98,11117707906,gasket left,2,39.99,non-essential,360.0
99,11117721848,shaft seal,3,32.99,non-essential,540.0
100,11118387652,dowel,1,3.99,non-essential,90.0
101,11118523906,oil-level check,1,78.99,nearing_obsolete,120.0
102,11118562771,gasket ring,4,2.99,non-essential,288.0
103,11121025095,valve cover kit,7,156.14,non-essential,504.0
104,11121338426,gasket,2,13.99,nearing_obsolete,180.0
105,11121341707,interior gasket,1,11.99,non-essential,120.0
106,11121342394,"cyl. head gasket, 3 componen",1,95.99,non-essential,360.0
107,11127652921,gasket,3,62.99,non-essential,540.0
108,11127654978,rubber bush,12,6.99,nearing_obsolete,480.0
109,11127673087,interior gasket,6,10.99,nearing_obsolete,1080.0
110,11127674644,interior gasket,2,47.99,nearing_obsolete,360.0
111,11127674645,exterior gasket,2,79.99,nearing_obsolete,360.0
112,11127674654,rubber bush,28,6.99,essential,101.0
113,11127689563,o-ring,2,3.99,nearing_obsolete,720.0
114,11127697307,o-ring,19,4.99,nearing_obsolete,3420.0
115,11127728760,"gasket set, cylinder head co",2,219.99,non-essential,103.0
116,11128520212,isa screw with bush,8,25.99,essential,144.0
117,11128520621,"gasket set, cylinder head co",3,190.99,non-essential,108.0
118,11128542057,"seal kit, cylinder head cove",4,124.99,nearing_obsolete,720.0
119,11128542058,"seal kit, cylinder head cove",5,124.99,nearing_obsolete,1800.0
120,11128562723,inner hex bolt,7,2.99,nearing_obsolete,2520.0
121,11128566404,"gasket set, cylinder head co",3,74.99,non-essential,1080.0
122,11129899381,set of gaskets,3,124.99,non-essential,270.0
123,11131460425,o-ring,8,7.99,non-essential,720.0
124,11137676132,isa screw,5,2.99,nearing_obsolete,106.0
125,11137708604,"screw plug, magnetic",2,40.99,non-essential,360.0
126,11138359126,oil drain plug,1,33.99,non-essential,360.0
127,11138536827,oil drain plug,2,33.99,nearing_obsolete,720.0
128,11138562759,"gasket, clutch cover",2,31.99,non-essential,240.0
129,11138562773,preformed seal,2,32.99,non-essential,144.0
130,11141340900,oil cover lid,1,14.99,nearing_obsolete,360.0
131,11141340902,o-ring,1,4.99,nearing_obsolete,120.0
132,11141461475,rubber bush,8,5.99,non-essential,120.0
133,11142343240,gasket ring,34,3.99,non-essential,1530.0
134,11147670688,gasket right,5,27.99,non-essential,450.0
135,11147678478,isa screw,9,3.99,nearing_obsolete,360.0
136,11147694055,gasket ring,1,4.99,nearing_obsolete,360.0
137,11147706498,gasket,2,39.99,nearing_obsolete,720.0
138,11147714688,washer,13,4.99,nearing_obsolete,468.0
139,11147720969,gasket,3,10.99,non-essential,154.0
140,11147724485,isa screw,24,4.99,nearing_obsolete,1080.0
141,11147727974,gasket,1,34.99,nearing_obsolete,360.0
142,11148563763,isa screw,20,4.99,nearing_obsolete,720.0
143,11148566412,set seals / bearings coolant,2,96.99,non-essential,144.0
144,11148568825,"gasket, clutch cover",2,32.99,nearing_obsolete,720.0
145,111770,"tube 130/70,140/70,130/80,120/",9,44.99,non-essential,405.0
146,11267720704,plug,1,9.99,non-essential,90.0
147,11267728757,damper rubber,8,25.99,nearing_obsolete,576.0
148,11268350926,generator drive,1,960.99,essential,90.0
149,11268535823,plain bearing,1,52.99,non-essential,120.0
150,11277686883,isa screw,10,10.99,nearing_obsolete,3600.0
151,11277702622,balance weight,1,265.99,nearing_obsolete,360.0
152,11277702625,o-ring,12,3.99,nearing_obsolete,4320.0
153,11312343091,gasket ring,39,3.99,nearing_obsolete,7020.0
154,11315a657f5,chain tensioner,3,215.99,nearing_obsolete,1080.0
155,11317689494,sliding piece,3,9.99,nearing_obsolete,360.0
156,11317690476,o-ring,6,5.99,nearing_obsolete,1080.0
157,11317711269,o-ring,8,10.99,nearing_obsolete,2880.0
158,11318526932,chain guide,1,18.99,nearing_obsolete,360.0
159,11318528385,ribbed v-belt,3,63.99,nearing_obsolete,360.0
160,11327675711,spacer,3,12.99,nearing_obsolete,1080.0
161,11347718095,adjusting plate,11,12.99,nearing_obsolete,1320.0
162,11347718096,adjusting plate,8,12.99,nearing_obsolete,960.0
163,11347718100,adjusting plate,2,11.99,non-essential,360.0
164,11347718101,adjusting plate,1,11.99,nearing_obsolete,360.0
165,11347719094,adjusting plate,4,11.99,non-essential,360.0
166,11347719095,adjusting plate,9,11.99,non-essential,1620.0
167,11347719099,adjusting plate,3,11.99,non-essential,540.0
168,11347721168,semi-sphere,6,15.99,nearing_obsolete,1080.0
169,11347721170,semi-sphere,6,15.99,nearing_obsolete,432.0
170,11347721172,semi-sphere,3,15.99,non-essential,540.0
171,11347721174,semi-sphere,6,15.99,non-essential,1080.0
172,11347721176,semi-sphere,4,15.99,non-essential,240.0
173,11347721178,semi-sphere,3,15.99,non-essential,540.0
174,11347721188,semi-sphere,3,15.99,nearing_obsolete,1080.0
175,11348563605,adjusting plate,4,12.99,non-essential,1440.0
176,11348563607,adjusting plate,4,12.99,non-essential,1440.0
177,11348563613,adjusting plate,4,12.99,non-essential,1440.0
178,11348563617,shim,4,13.49,non-essential,1440.0
179,11411460259,compression spring,1,3.99,nearing_obsolete,360.0
180,11417652949,gasket ring,113,3.99,essential,689.0
181,11417654013,o-ring,2,7.99,nearing_obsolete,720.0
182,11418405736,o-ring set,6,22.99,nearing_obsolete,360.0
183,11421460845,oil filter,27,33.99,non-essential,748.0
184,11427673541,oil filter,139,33.99,essential,575.0
185,11427721779,oil filter,346,33.99,essential,549.0
186,11428409567,"oil filter, black",96,33.99,essential,576.0
187,11428562889,oil filter,38,26.99,non-essential,489.0
188,11447687367,o-ring,2,4.99,non-essential,180.0
189,11447708310,preformed seal,3,19.99,nearing_obsolete,1080.0
190,11517690488,gasket,2,16.99,non-essential,720.0
191,11517724452,water pump,2,545.99,essential,720.0
192,11518568720,washer-gasket,4,3.99,non-essential,360.0
193,11519457279,washer-gasket,6,32.99,non-essential,720.0
194,1156,wagner 12 v single fil bulb,2,1.99,non-essential,240.0
195,1157cp,1157cp bulb,2,1.99,non-essential,360.0
196,11619905713,screw,4,6.99,non-essential,288.0
197,11731277848,hose clamp,3,5.99,non-essential,360.0
198,11848544599,mounting kit engine guard,4,34.99,nearing_obsolete,1440.0
199,11848544832,bush,29,9.99,non-essential,10440.0
200,12121342125,spark plug,10,13.99,non-essential,1800.0
201,12121342641,ignition wire,2,180.99,nearing_obsolete,240.0
202,12127653771,spark plug,18,24.99,nearing_obsolete,3240.0
203,12127664404,spark plug,8,24.99,non-essential,360.0
204,12127690603,spark plug,37,19.99,non-essential,888.0
205,12127710636,spark plug,28,24.99,nearing_obsolete,10080.0
206,12127726112,spark plug,41,28.99,nearing_obsolete,922.0
207,12127728634,spark plug,21,24.99,nearing_obsolete,472.0
208,12127728635,spark plug,24,35.99,nearing_obsolete,1080.0
209,12127728657,spark plug,58,35.99,essential,426.0
210,12128396344,spark plug,20,30.99,nearing_obsolete,1800.0
211,12128532942,spark plug,46,28.99,essential,518.0
212,12128560811,spark plug,33,35.99,essential,283.0
213,12129829073,spark plug,14,28.99,non-essential,630.0
214,12137715847,spark-plug shaft ignition co,1,275.99,nearing_obsolete,360.0
215,12137715848,"ignition coil, secondary plug,",1,275.99,nearing_obsolete,360.0
216,12137715853,spark-plug shaft ignition co,1,275.99,non-essential,180.0
217,12137715855,"angled ignition coil, left",1,285.99,nearing_obsolete,360.0
218,12137715856,"angeld ignition coil, right",1,285.99,nearing_obsolete,360.0
219,12137722679,spark-plug shaft ignition co,3,255.99,non-essential,540.0
220,12138523968,"ignition coil grommet, black",2,275.99,nearing_obsolete,720.0
221,122376,"100/90-18,battlax,bt46f,",2,240.99,non-essential,180.0
222,122378,"100/90-19,battlax,bt46f,",4,305.99,nearing_obsolete,1440.0
223,122395,"130/70-18,battlax,bt46r,",6,312.99,non-essential,2160.0
224,1224-0036,regina 520 zrp chain 120 links,2,199.99,non-essential,720.0
225,12311341779,ribbed v-belt,3,63.99,nearing_obsolete,1080.0
226,12317673554,o-ring,1,16.99,non-essential,90.0
227,12317681841,ribbed v-belt,2,63.99,nearing_obsolete,720.0
228,12412343252,o-ring,7,5.99,nearing_obsolete,2520.0
229,12419446597,o-ring,2,9.99,non-essential,120.0
230,12605565,oil filter assembly,9,18.99,non-essential,1620.0
231,13111254083,distribution piece,3,11.99,nearing_obsolete,1080.0
232,13111254764,gasket,6,7.99,nearing_obsolete,2160.0
233,13111254767,float needle,3,31.99,nearing_obsolete,1080.0
234,13111258051,gasket set carburettor,1,148.99,nearing_obsolete,360.0
235,13311460928,hose clamp,17,5.99,nearing_obsolete,1530.0
236,13317671344,hose clamp,2,5.99,nearing_obsolete,240.0
237,13531341067,o-ring,4,7.99,non-essential,720.0
238,13537694732,fuel filter,1,58.99,nearing_obsolete,360.0
239,13537700797,o-ring,9,12.99,non-essential,463.0
240,13537700800,quick-release coupling,5,62.99,non-essential,1800.0
241,13541341797,o-ring,1,8.99,non-essential,90.0
242,13547694924,protection cap,23,3.99,non-essential,1183.0
243,13647675557,o-ring,2,8.99,nearing_obsolete,360.0
244,13717659972,air filter element,2,40.99,nearing_obsolete,720.0
245,13717672552,air filter element,12,49.99,nearing_obsolete,864.0
246,13717678281,air filter element,3,50.99,non-essential,270.0
247,13717703583,air filter element,2,67.99,nearing_obsolete,720.0
248,13717706414,air filter element,6,49.99,non-essential,360.0
249,13717712317,air filter element,6,98.99,non-essential,309.0
250,13717713428,air filter element,4,67.99,nearing_obsolete,480.0
251,13717716027,"set, hose, idle actuator",3,43.99,nearing_obsolete,216.0
252,13717717842,air filter element,5,67.99,nearing_obsolete,600.0
253,13718411061,air cleaner,3,49.99,nearing_obsolete,360.0
254,13718529998,air filter element,13,50.99,nearing_obsolete,520.0
255,13718534200,air filter element,4,40.99,nearing_obsolete,480.0
256,13721251048,air filter element,1,32.99,non-essential,360.0
257,13727724933,air filter element,1,50.99,non-essential,360.0
258,13727726799,air filter element,45,56.99,essential,476.0
259,13728561572,air cleaner,9,50.99,non-essential,540.0
260,13729444643,air filter element,8,67.99,nearing_obsolete,720.0
261,144846/a,copper washer m13,64,4.99,non-essential,1646.0
262,147119,lens insert mv protectint arai,3,104.99,nearing_obsolete,270.0
263,147120,pinlock lens 120 for arai,4,46.99,nearing_obsolete,1440.0
264,1500798,packing,39,8.99,nearing_obsolete,1755.0
265,151852,12 oz aerosol filtercharger,1,23.99,nearing_obsolete,360.0
266,1522151,"stem-valve,90 degree",4,39.99,non-essential,1440.0
267,153216,oil 4t sae 10w40 str synt 1l l,7,19.99,essential,68.0
268,153219,oil 2t mx race synt 1l liquimo,9,20.99,nearing_obsolete,3240.0
269,153229,oil 4t sae 15w50 str synt 1l l,28,19.99,non-essential,720.0
270,153237,oil 4t sae 15w50 str synt 4l l,21,74.99,essential,124.0
271,153272,fork oil 5w light 1l liquimol,7,29.99,non-essential,360.0
272,153273,additive 4t 125ml liquimoly,9,16.99,non-essential,463.0
273,153280,stabilizer gas 250ml liquimoly,3,16.99,non-essential,83.0
274,153307-l,"oil,4t,sae,15w50,full,syn",107,18.99,essential,75.0
275,153368,fork oil sae 10w medium 1l liq,14,26.99,non-essential,296.0
276,153369,fork oil sae 7.5w med/light 1l,7,27.99,non-essential,630.0
277,153374,fork oil sae 15w heavy 1l liqu,10,26.99,non-essential,720.0
278,153398,"chain lube 0,4l liquimoly",30,23.99,non-essential,327.0
279,1550,bulk 1550,142,18.49,essential,189.0
280,1570009/d,strainer comp-engine oil,8,5.99,nearing_obsolete,2880.0
281,1570012/b,o ring-oil strainer cover,28,1.99,non-essential,1260.0
282,1570120/b,filter comp-engine oil,22,19.99,non-essential,880.0
283,1570215/c,seal-cam cover,25,17.99,non-essential,1286.0
284,16111453690,gasket ring,1,19.99,non-essential,360.0
285,16117654903,gasket,1,45.99,nearing_obsolete,360.0
286,16117677883,gasket,12,18.99,essential,160.0
287,16117694102,flange,2,240.99,nearing_obsolete,720.0
288,16117700995,gasket,7,18.99,non-essential,420.0
289,16117705637,flange,3,210.99,non-essential,540.0
290,16117705994,washer,2,6.99,non-essential,360.0
291,16121176918,hose clamp,21,4.99,non-essential,582.0
292,16121177210,hose clamp,4,5.99,nearing_obsolete,720.0
293,16121180241,hose clamp,14,4.99,nearing_obsolete,5040.0
294,16121453214,washer,3,7.99,nearing_obsolete,180.0
295,16141183085,hose clamp,12,2.99,nearing_obsolete,1440.0
296,16141341008,o-ring,2,9.99,non-essential,180.0
297,16141600132,fuel level sensor,3,400.99,nearing_obsolete,360.0
298,16142325808,hose,2,64.99,non-essential,720.0
299,16142325859,fuel filter,2,58.99,non-essential,144.0
300,16147675547,fuel level sensor,2,375.99,essential,360.0
301,16147722876,preformed seal,6,14.99,non-essential,103.0
302,162-6661,bs6661 oil filter cup 64mm/14,3,14.99,non-essential,108.0
303,1654835w,ws defl universal clear 86x216,1,130.99,nearing_obsolete,360.0
304,17-cd,"tube 17mh valve tr4 street 17""",16,44.99,non-essential,1440.0
305,17111460922,hose clamp,4,4.99,non-essential,180.0
306,17117702123,bracket upper,1,24.99,non-essential,120.0
307,17117722131,grommet,6,4.99,non-essential,1080.0
308,17121461500,hose clamp,6,5.99,nearing_obsolete,2160.0
309,1760095/d,"large engine guard, stainless",1,265.99,non-essential,360.0
310,1760097/h,silver compact engine guards,1,258.99,non-essential,360.0
311,1760101/c,fork gaiter kit,3,81.99,nearing_obsolete,1080.0
312,1780003/c,"bike cover, water resistant, b",2,97.99,nearing_obsolete,720.0
313,18-bf,"tube 18mf valve tr4 street 18""",3,40.99,nearing_obsolete,1080.0
314,180178,adapter x-grip large cell phon,1,60.99,non-essential,360.0
315,180206,phone holder brake/clutch kit,1,128.99,non-essential,360.0
316,1811-3144,"3.5"" mufflers indian scout blk",2,939.99,nearing_obsolete,720.0
317,1811-3397,"15-20 scout 3"" slash cut so bl",1,859.99,nearing_obsolete,360.0
318,1811-3411,"mufflers 2.5"" 15-19 scout chr",2,820.95,essential,240.0
319,18217676551,securing nut,13,5.99,non-essential,334.0
320,18407571440,hex nut,21,2.99,non-essential,420.0
321,184119,muc-off anti fog,8,23.99,nearing_obsolete,2880.0
322,18517726822,exhaust seal,5,25.99,nearing_obsolete,900.0
323,18517726823,securing nut,8,2.99,nearing_obsolete,720.0
324,18517726826,clamp,1,69.99,nearing_obsolete,360.0
325,18518529128,body screw without shoulder,6,5.99,nearing_obsolete,540.0
326,18518531936,body screw without shoulder,6,6.99,non-essential,270.0
327,18518564070,gasket for exhaust manifold,8,25.99,non-essential,480.0
328,1912344,"switch-banjo,m10x1.25",1,129.99,non-essential,360.0
329,194175,helm strobe bk mat sunv xl ls2,1,239.99,nearing_obsolete,360.0
330,19540031c,piston assembly,1,214.99,nearing_obsolete,360.0
331,19540061a,piston assembly,1,207.99,nearing_obsolete,360.0
332,19540091d,piston assembly,1,231.99,nearing_obsolete,360.0
333,195484,helm stripper bk mat l ls2,2,79.99,nearing_obsolete,720.0
334,196910,shield ohm/streetfighter dsmk,2,59.99,nearing_obsolete,360.0
335,1990204,black compact engine guards,1,104.99,non-essential,360.0
336,1990211,black adventure handguards,3,167.99,non-essential,1080.0
337,1990411,silver soft pannier rails,1,95.99,nearing_obsolete,360.0
338,1990462,silver slip-on silencer-us,1,899.99,essential,360.0
339,1990642,black water resistant bike cov,1,97.99,non-essential,180.0
340,20207,plexus cleaner- 7oz.,5,37.99,non-essential,129.0
341,20214x,(cs/12) plexus cleaner 13oz,2,54.99,non-essential,103.0
342,2033196,"pit,boss,blk,xs/s",1,175.99,nearing_obsolete,360.0
343,2033197,pit boss gloss black m,1,175.95,nearing_obsolete,360.0
344,2033199,pit boss blk xl/xxl,1,175.99,nearing_obsolete,360.0
345,2113-0034,ytx14h-bs hi-perf w/acid pack,2,171.99,non-essential,720.0
346,21212332469,inner hex bolt,24,3.99,nearing_obsolete,393.0
347,21217684771,collar screw,10,6.99,nearing_obsolete,720.0
348,21217706614,torx bolt,3,3.99,non-essential,270.0
349,21218396909,set of clutch disks / clutch,1,865.99,nearing_obsolete,360.0
350,21527714159,o-ring,2,14.99,non-essential,240.0
351,21ab,tube 21md valve tr-4 street 21,15,37.99,non-essential,235.0
352,22-1003,22-1003 steering bearing kit a,2,59.99,nearing_obsolete,720.0
353,22032083a,"gasket, alum 28x22.5x1",34,1.99,non-essential,1020.0
354,2203679,"kit-pad set,2pot,rear",6,96.99,nearing_obsolete,432.0
355,2204196,"kit-pad set,4pot,se7",10,108.99,nearing_obsolete,514.0
356,2205568,"headlight kit, bulb, retainer",1,69.99,nearing_obsolete,360.0
357,2205818,"k-washer,crush",14,6.99,nearing_obsolete,1260.0
358,2205820,k-seals bushing,8,114.99,nearing_obsolete,720.0
359,2205824,k-o-ring,4,6.99,nearing_obsolete,720.0
360,2206139,"k-pads,frcal,j",4,108.99,nearing_obsolete,1440.0
361,2206146,"k-pads,rrcal,j",9,108.99,nearing_obsolete,3240.0
362,2207317,indian motorcycle key fob,1,34.99,non-essential,360.0
363,2208065,"k-pads,p34,tt2172,rr",2,108.99,non-essential,720.0
364,2208093,"oil-indian,fork type i,qt(12)",39,25.99,nearing_obsolete,2006.0
365,2208228,"k-lever,frmc,ind,blk",2,166.99,nearing_obsolete,720.0
366,2208229,"k-lever,clutch,ind,blk",2,153.99,nearing_obsolete,720.0
367,2208826,k-seals and bushings,6,141.99,nearing_obsolete,540.0
368,2209258,"k-lever,frmc,bpol",1,166.99,non-essential,360.0
369,224911,150/70b17 69t e07+ tl mitas ti,2,253.99,non-essential,90.0
370,226250,90/90-21 54t fr.trailmax missi,5,250.99,non-essential,300.0
371,226256,150/70b17 69t rr.trailmax miss,5,410.99,essential,257.0
372,226302,90/90-21 54t fr. trailmax raid,3,250.99,nearing_obsolete,1080.0
373,226315,150/70r17 69t rr. trailmax raid,3,410.99,nearing_obsolete,1080.0
374,22765,chain brush titanium,3,15.99,non-essential,540.0
375,23002343191,chain pinion,2,75.99,non-essential,720.0
376,23008404494,set chain sprocket,3,100.99,non-essential,540.0
377,23008569916,securing plate,1,12.99,nearing_obsolete,360.0
378,23008569917,chain pinion,3,110.99,nearing_obsolete,1080.0
379,23122330141,shaft seal,2,24.99,nearing_obsolete,360.0
380,23127705085,shaft seal,3,32.99,nearing_obsolete,1080.0
381,23127705086,shaft seal,5,32.99,nearing_obsolete,1800.0
382,23127705087,shaft seal,2,32.99,nearing_obsolete,360.0
383,23208564415,hexagon screw with flange,6,5.99,non-essential,360.0
384,23211230440,feltring,26,13.99,nearing_obsolete,3120.0
385,23312,spoon tire iron pro drc,4,21.99,nearing_obsolete,1440.0
386,23417650149,plastic bush,4,3.99,non-essential,360.0
387,23417655284,rubber grommet,1,12.99,nearing_obsolete,360.0
388,23417675530,bushing,1,23.99,non-essential,360.0
389,23417684914,fillister head screw,4,6.99,nearing_obsolete,720.0
390,23418556234,"set of mounting parts, shift",2,14.99,nearing_obsolete,720.0
391,237304705,seal 28x47x7,6,7.99,nearing_obsolete,1080.0
392,2400086-t0301,"seal, fuel tap",4,4.99,non-essential,480.0
393,2411528,tmap sensor,2,134.99,nearing_obsolete,720.0
394,2413061,sensor-tmap,2,129.99,non-essential,240.0
395,2414422,"lamp-license plate,side,li",9,59.99,non-essential,3240.0
396,2415746,harness-h/c seat jumper,1,64.99,nearing_obsolete,360.0
397,247015,helm revolt rsv solid bk l ckx,1,109.99,nearing_obsolete,360.0
398,247025,helm revolt rsv solid mat bk l,1,109.99,non-essential,360.0
399,24713332a,"lens, licence light",2,8.99,nearing_obsolete,720.0
400,24723701i,complete water pump,2,478.99,nearing_obsolete,360.0
401,24818535408,"kit, threaded connection",2,15.99,non-essential,180.0
402,24818536807,set of roller weights,1,180.99,non-essential,360.0
403,24818563916,set of roller weights,1,185.99,nearing_obsolete,360.0
404,25070223,aluminum gasket,10,0.99,nearing_obsolete,720.0
405,2520799,"filter-oil,10 micron,scout",12,18.99,nearing_obsolete,2160.0
406,2521421,"filter-oil,indian (12)",17,18.99,non-essential,765.0
407,2521728,filter-oil,5,15.99,non-essential,900.0
