,part_number,description,quantity,price,roi
9875,mtus2341,"cohen,nck,tb,navy/yllw",3,27.99,-82.04
9876,mtus2344,"jackal,neck,tube",4,27.99,-100.0
9877,mtus2345,"thunder,neck,tube",2,27.99,-100.0
9878,mtus2346,"venom,nck,tb,blk/bne",2,27.99,-100.0
9879,mtus2347,"venom,nck,tb,bne/char",2,27.99,-100.0
9880,mtus23807,ace neck tube,4,29.99,-100.0
9881,n-1806,tube tr-4 325/350-18,2,18.99,-72.93
9882,n2064,replacement block set,1,10.99,8.14
9883,n50200043a,"reva-clpr cvr,rh,cream",1,340.99,-100.0
9884,ngk4339,dcpr8e standard spark plug,2,4.382,-100.0
9885,p519,tire iron curved 16 inch tool,2,37.99,-46.01
9886,p529,mx/atc shock spanner wrench,1,33.99,-100.0
9887,p603,wheel rim lock 2.50,0,19.99,0.0
9888,phi1157rled,1157 led,1,37.99,-100.0
9889,phi9005b1,9005 bulb,5,14.56,-100.0
9890,phih1xuled,h1 led,1,184.99,-100.0
9891,phih3xuled,h3 led,1,184.99,-100.0
9892,r18-m430,428 clip link f/ rk standard,3,1.99,-100.0
9893,ra6hc,spark plug champion ra6hc (10/,10,6.99,-100.0
9894,rab00083/a,brake pad kit sintered - rear,2,110.99,-100.0
9895,rac00009/c,relay (micro - 4 pin),8,4.99,-100.0
9896,rac00053/d,usb charger,4,30.99,-100.0
9897,rac00135/b,electronic flasher unit,2,22.99,-100.0
9898,rac00304/b,2 pin hazard flasher,3,7.99,-100.0
9899,rac00360/a,rr unit,2,76.99,-100.0
9900,rac00654/a,"add on lead, obd2 tool",2,7.99,-100.0
9901,raf00878/a,side handle-black powder-rh,1,5.99,-100.0
9902,rag00116/a,fmg with sticker - parma grey,1,117.99,-100.0
9903,rag00119/a,fmg with sticker - gt red &,1,148.99,-100.0
9904,rah00220/b,cluster and display device,1,2.99,-100.0
9905,rah00411/b,front mudflap,2,4.99,-100.0
9906,rah00440/e,"front mudguard - gun grey,",1,68.99,-100.0
9907,rak00151/b,fuel pump assembly - kit,2,235.99,-100.0
9908,rak00274/b,fuel tank with sticker-gt red &,1,682.99,-100.0
9909,ral00134/a,philips pan head screw (m3x0.5,2,1.99,-100.0
9910,ral00200/b,handlebar complete - satin bla,2,27.99,-100.0
9911,ral00203/b,lever and holder assy. lh - bl,4,18.99,-100.0
9912,ral00206/b,clutch lever - polished,5,8.99,-100.0
9913,ral00207/b,counter weight - black,4,4.99,-100.0
9914,ral00263/a,lever,1,8.99,-100.0
9915,ral00274/b,mirror rear view rh - black,6,19.99,-100.0
9916,ral00275/b,mirror rear view rh - chrome,2,23.99,-63.83
9917,ral00276/b,mirror rear view lh - black,4,19.99,-100.0
9918,ral00277/b,mirror rear view lh - chrome,3,23.99,-75.89
9919,ram-b-201u-c,double take extension,12,25.0,-100.0
9920,ram00059/e,instrument cluster mph with,1,159.99,-100.0
9921,ram00359/a,"owners,man,classic350",1,14.99,-100.0
9922,ram00417/b,instrument cluster kmph,1,254.99,-100.0
9923,ran00033/b,headlamp assy with bulb,1,57.99,-100.0
9924,ran00043/c,trafficator assy with bulb -,3,15.99,-100.0
9925,ran00044/c,trafficator assy with bulb -,6,15.99,-100.0
9926,ran00199/a,bulb h4 12v 60/55w,4,8.99,-100.0
9927,ran00279/a,bulb 10w,6,1.99,-100.0
9928,ran00307/b,"nacelle,head,lamp,gls,blk",1,108.99,-100.0
9929,ran00327/a,outer rim assy,2,13.99,-100.0
9930,ran00328/a,bulb shield,4,4.99,-100.0
9931,rap00013/b,common keyset,2,60.99,-100.0
9932,raq00473/a,rmg with sticker - gt red & ch,1,217.99,-100.0
9933,rav00335/b,sp lh with sticker - gt red &,1,38.99,-100.0
9934,rav00474/b,side panel supernova blue lhs,1,64.99,-100.0
9935,raw00042/b,"sleeve, spring, centre stand",2,2.99,-100.0
9936,raw00050/a,"spring, centre stand, assembly",2,5.99,-100.0
9937,rc7yc3,spark plug champion rc7yc3 (4/,2,5.99,-100.0
9938,rg.scg0003.ss,s1000r oil cooler guard,1,87.49,-100.0
9939,rg.srg0042ss,s1000xr rad guard,2,138.99,-100.0
9940,rlashc002072,indigo shirt fs m (40 cm),1,97.99,-100.0
9941,rlashc002073,indigo shirt fs l (42 cm),1,97.99,-100.0
9942,rlatsc001537,od polo2 hs navy m (100 cm),1,55.99,-100.0
9943,rlatsc001918,neppy crew 2 rust 2xl (115 cm),2,41.99,-100.0
9944,rlatsc002649,men's -rm tee12 h.grey m(40 cm,1,41.99,-100.0
9945,rlatsc002651,men's -rm tee12 h.grey xl(44 c,1,41.99,-100.0
9946,rlatsc002653,men's -rm tee12 h.grey 3xl(48,1,41.99,-100.0
9947,rlatsh000372,gt 650 crew navy (m)40 cm,1,41.99,-100.0
9948,rlatsh000378,interceptor 650 crew grey (m)4,2,41.99,-100.0
9949,rlatsi000369,pegasus airborne crew dove,1,41.99,-100.0
9950,rlatsl000196,the past t crew khaki (xl) 44,1,41.99,-100.0
9951,rlatsl000198,the past t crew khaki (3xl) 48,1,41.99,-100.0
9952,rlatsl000249,dodge the bullet crew khaki (l,1,41.99,-100.0
9953,rlatsn000328,epic henley t-shirt white (xl),1,34.99,-100.0
9954,rlatsn000334,epic henley t-shirt brown (xl),1,34.99,-100.0
9955,rlatsrena075,english chic black l,1,41.99,-100.0
9956,rlatsrena076,english chic black xl,1,41.99,-100.0
9957,rlcbgi000001,flying flea duffle bag khaki,1,181.99,-100.0
9958,rlcbgl000004,classic messenger bag grey,1,174.99,-100.0
9959,rlcbgl000005,classic duffel bag olive,1,181.99,-100.0
9960,rlcbgl000006,classic duffel bag grey,1,181.99,-100.0
9961,rlcbgm000006,summer classic backpack,2,76.99,-100.0
9962,rlcbgm000007,summer classic backpack,1,76.99,-100.0
9963,rlccap000003,the stanley capstone,2,41.99,-100.0
9964,rlccap000004,the stanley cap navy & navy,1,41.99,-28.61
9965,rlccap000005,the stanley cap black,1,41.99,-28.61
9966,rlccap000010,the shifter capgrey & white,2,41.99,-100.0
9967,rlccap000013,the townsend capblack &,2,41.99,-100.0
9968,rlccap000015,the shifter cap black & white,2,41.99,-100.0
9969,rlccoi000005,coaster re vintage (set of 4),1,20.99,-100.0
9970,rlccoi000006,mlg wooden coaster brown,1,27.99,-100.0
9971,rlcpii000001,interceptor 650 pin black,1,18.99,-100.0
9972,rlcpii000002,gt 650 twin pin yellow,2,18.99,-100.0
9973,rlh00024/a,washer,10,4.99,-100.0
9974,rlh00100/b,spark plug (yr7mes),5,12.99,-100.0
9975,rlh00100/c,spark plug y7rmes,15,12.99,-100.0
9976,rlm00031/c,non contact gear position,2,41.99,-100.0
9977,rln00015/a,cap oil filter o-ring,28,3.99,-66.71
9978,rlp00006/c,relay starter,2,35.99,-100.0
9979,rlp00007/c,battery negative cable,2,6.99,-100.0
9980,rlq00063/e,washer seal (cam cover),40,2.99,-100.0
9981,rlubgh000001,himalayan backpack black,1,153.99,-47.23
9982,rlx00155/a,hex bolt,2,3.99,-54.55
9983,rly00013/b,rubber gasket,6,2.99,-100.0
9984,rly00014/a,solenoid valve-sai,2,49.99,-100.0
9985,rrgbuc001642,head gear grey (48x25 cm),1,32.99,-18.74
9986,rrggln000057,windstorm gloves black &,1,97.99,-100.0
9987,rrgjkh000036,pushkar jacket navy (xl)44 cm,1,279.99,-100.0
9988,rrgjkh000037,pushkar jacket navy (2xl)46 cm,1,279.99,-100.0
9989,rrgjkm000021,streetwind v2 r jkt grey (l) 42,1,167.99,-100.0
9990,rrgjkm000078,khardungla v2 grey(3xl) 48 cm,1,373.99,-100.0
9991,s-bm0168,"k1200lt intergrated abs ,",2,320.99,-100.0
9992,sm-15500g,s100 wheel cleaner gel- 500ml,0,21.99,0.0
9993,sm-18400a,s100 detail & wax- 10oz/283g,0,21.99,0.0
9994,st-31027/a,tappet nut tool,1,11.99,-100.0
9995,st30949/a,cam timing tdc lock tool,1,22.99,-100.0
9996,st30950/a,compression gauge adaptor,1,30.99,-100.0
9997,sw-360,.032 1-lb. can stainless safet,1,48.99,-100.0
9998,t1110016,con rod nut,8,11.99,-100.0
9999,t1110401,con rod bearing shell,2,13.99,-100.0
10000,t1120182,circlip,2,2.99,-100.0
10001,t1120203,piston circlip,3,3.99,-100.0
10002,t1120333,circlip,3,1.99,-100.0
10003,t1120703,ring set,1,139.99,-100.0
10004,t1120800,gudgeon pin,2,18.99,-100.0
10005,t1126007,"circlip,piston,dia 17mm",3,2.99,-100.0
10006,t1129230,"piston assy,90,",3,224.99,-100.0
10007,t1130018,"bucket,tappet",6,45.99,-100.0
10008,t1130060,"collet, valve wd",1,1.99,-100.0
10009,t1130062,"kit, bucket, ta",1,314.99,-100.0
10010,t1130063,"bucket, tappet, dia 28.5mm",38,39.99,-100.0
10011,t1130540,"shim, 1.700mm",4,12.99,-100.0
10012,t1130546,"shim, 1.775mm",1,12.99,-100.0
10013,t1130548,"shim, 1.800mm",2,12.99,-100.0
10014,t1130554,"shim, 1.875mm",8,12.99,-100.0
10015,t1130556,"shim, 1.900mm",8,12.99,-100.0
10016,t1130558,"shim, 1.925mm",3,12.99,-100.0
10017,t1130564,"shim, 2.000mm",6,12.99,-100.0
10018,t1130566,"shim, 2.025mm",5,12.99,-100.0
10019,t1130568,"shim, 2.050mm",2,12.99,-100.0
10020,t1130572,"shim, 2.100mm",4,12.99,-100.0
10021,t1130574,"shim, 2.125mm",5,12.99,-100.0
10022,t1130578,shim 2.175mm,8,12.99,-100.0
10023,t1130580,"shim, 2.200mm",11,12.99,-100.0
10024,t1130592,"shim, 2.350mm",6,12.99,-100.0
10025,t1130605,"shim, 2.525mm",4,12.99,-100.0
10026,t1130613,"shim, 2.725mm",3,12.99,-100.0
10027,t1130615,"shim, 2.775mm",2,12.99,-100.0
10028,t1130617,"shim, 2.825mm",5,12.99,-100.0
10029,t1130618,"shim, 2.85mm",1,12.99,-100.0
10030,t1130621,"shim, 2.90mm",6,12.99,-100.0
10031,t1130622,"shim, 2.925mm",3,12.99,-100.0
10032,t1130623,"shim,2.95mm",1,12.99,-100.0
10033,t1130625,"shim, 3.00mm",2,12.99,-100.0
10034,t1130710,"seal oil, valve stem",37,13.99,-100.0
10035,t1131035,"shim, dia 9.5, 2.325 mm",6,13.99,-100.0
10036,t1140071,"gasket, metal",14,3.99,-100.0
10037,t1140187,"gasket, tensioner",4,3.99,-74.62
10038,t1141063,blade rubbing,1,48.99,-100.0
10039,t1141209,"facing, blade, tensioner",1,121.99,-100.0
10040,t1141212,rubbing strip,1,41.99,-100.0
10041,t1144650,"gasket, tensioner",2,2.99,-100.0
10042,t1149209,"spares kit, exhaust, camshaft",1,575.99,-100.0
10043,t1149581,"gasket, tension",3,6.99,-100.0
10044,t1151220,"gasket, cylinde",1,104.99,-100.0
10045,t1151224,"restrictor, oil",1,6.99,-100.0
10046,t1151225,"oring, restrictor",4,1.99,-100.0
10047,t1159033,"bolt, cylinder",8,7.99,-100.0
10048,t1160096,sleeve threaded,1,37.99,-100.0
10049,t1160097,sleeve threaded,1,37.99,-100.0
10050,t1160230,main bearing sh,8,18.99,-100.0
10051,t1161037,"gasket,breather",1,3.99,-100.0
10052,t1162202,"gasket,breather plate",1,12.99,-100.0
10053,t1167250,base gasket,1,32.99,-100.0
10054,t1169019,"badge, 900, bla",2,80.99,-100.0
10055,t1170091,washer c clutch hub,6,13.99,-100.0
10056,t1170106,"nut, clutch, 22mm",6,14.99,-19.57
10057,t1170163,"kit,friction disks",1,207.99,-100.0
10058,t1170176,"spring, clutch",6,6.99,-100.0
10059,t1170234,return spring,1,7.99,-100.0
10060,t1171201,clutch spring,5,10.99,-100.0
10061,t1171711,"gasket, slave cylinder",10,14.99,-100.0
10062,t1174222,"kit,clutch blee",2,26.99,-100.0
10063,t1175200,"brg needle, k32x37x13",1,20.99,-100.0
10064,t1180178,"sprocket, 17t, c.s.",1,79.99,-100.0
10065,t1180181,"washer,sprocket",1,10.99,-30.92
10066,t1180182,triumph front sprocket 16t,1,39.99,-100.0
10067,t1180183,"nut, m20 x 1.5, 6 deep",3,9.99,-100.0
10068,t1180328,"washer, sprocket tab",1,20.99,-40.02
10069,t1180903,sprocket,1,41.99,-100.0
10070,t1181287,"o ring, id 90 x dia 2.5",1,3.99,-100.0
10071,t1181296,gasket,2,13.99,-100.0
10072,t1181550,output shaft gearbox,1,303.99,-100.0
10073,t1181555,gear 5th output,1,137.99,-100.0
10074,t1181556,gear 6th output,1,130.99,-100.0
10075,t1186601,"washer, tab, sprocket",3,7.99,-100.0
10076,t1190016,gearchange spring,1,5.99,-100.0
10077,t1190082,shift shaft,1,187.99,-45.54
10078,t1190086,detent spring,1,6.99,-100.0
10079,t1190109,"spring, linear, detent arm",2,4.99,-100.0
10080,t1190219,selector drum,1,376.99,-100.0
10081,t1190282,neutral switch,2,40.99,-72.86
10082,t1190370,gear change assy,3,195.99,-81.98
10083,t1191002,shift fork c,1,145.99,-100.0
10084,t1191006,shift fork b,1,98.99,-100.0
10085,t1191008,"spigot drive, gps sensor",1,19.99,-100.0
10086,t1191189,"abutment pin, dowel",1,20.99,-100.0
10087,t1191944,"kit,selector me",2,122.99,-18.29
10088,t1191977,"kit,selector me",3,112.99,-100.0
10089,t1192205,gear selector assy,1,221.99,-100.0
10090,t1193333,"spring, gear change",2,5.99,-58.41
10091,t1199911,shift drum,1,361.99,-100.0
10092,t1210157,"seal,heat exchanger",1,3.99,-100.0
10093,t1210203,"dipstick, oil l",1,24.99,-100.0
10094,t1210241,banjo bolt,1,16.99,-100.0
10095,t1210333,"pump assembly,",1,459.99,-45.91
10096,t1210500,oil pressure sending unit,1,51.99,-100.0
10097,t1210504,"switch and banjo bolt, oil",3,34.99,-100.0
10098,t1218989,"sump bolt, m14, slv",5,5.99,-100.0
10099,t1221025,sprag clutch assy,1,432.99,-100.0
10100,t1230069,"gasket, sump",1,36.99,-100.0
10101,t1230074,oil sender switch,1,38.99,-100.0
10102,t1230094,"gasket, baffle",1,30.99,-100.0
10103,t1230110,"gasket, sump",1,22.99,-100.0
10104,t1230111,"gasket, baffle, sump",1,25.99,-100.0
10105,t1230119,sump gasket,1,28.99,-100.0
10106,t1230218,"gasket , sump",1,20.99,-100.0
10107,t1230444,"gasket, sump",2,14.99,-40.36
10108,t1230501,"gasket, baffle,",2,15.99,-72.9
10109,t1230540,"switch, oil pressure",2,38.99,-100.0
10110,t1231747,"sump bolt, m14x1.5, m/c'd",2,17.99,-100.0
10111,t1240158,o-ring fuel supply tube,4,1.99,-11.81
10112,t1240181,o-ring fuel,4,7.99,-100.0
10113,t1240191,"transition piece, rubber",1,41.99,10.46
10114,t1240850,fuel filter,2,73.99,0.47
10115,t1240856,pressure regulator fuel,1,100.99,-100.0
10116,t1240864,fuel tank seal t5,1,31.99,-100.0
10117,t1240868,"connector, fuel",2,50.99,-100.0
10118,t1240941,"clip, throttle",1,19.99,-100.0
10119,t1240945,"clip, throttle",1,5.99,-100.0
10120,t1241009,"screw, carb syn",2,1.99,-100.0
10121,t1241012,vacuum con. cap,9,3.99,-100.0
10122,t1241022,piston spring,1,11.99,-100.0
10123,t1241023,"seat, piston spring",1,13.99,-100.0
10124,t1241024,"jet needle, kei",1,14.99,-100.0
10125,t1241025,needle jet,3,16.99,-78.3
10126,t1241028,main jet 98,1,15.99,-100.0
10127,t1241063,"grommet, iscv",1,6.99,-22.14
10128,t1241074,"kit, choke valve",1,30.99,-100.0
10129,t1241075,"main jet, 98",4,15.99,-100.0
10130,t1241076,"kit, pilot screw",2,55.99,-100.0
10131,t1241077,float valve,4,32.99,-16.91
10132,t1241093,fuel regulator,2,82.99,-72.32
10133,t1241170,fuel conector 10mm rd,2,32.99,-100.0
10134,t1241444,"hose, evap, canister",1,22.99,-100.0
10135,t1241463,connector kit,1,26.99,-43.81
10136,t1241477,connector kit,1,38.99,-44.54
10137,t1241483,"kit, connector, fuel, 6.0",1,38.99,-35.42
10138,t1241965,"o ring, injecto",1,6.99,-100.0
10139,t1241996,"seal, intake",6,6.99,-100.0
10140,t1242023,"seal, intake, 59,75 od",4,6.99,-100.0
10141,t1242090,"seal, intake, 53,25 od",8,6.99,-100.0
10142,t1242501,"tube,corrugated",2,29.99,-100.0
10143,t1242502,"tube,corrugated",1,29.99,-100.0
10144,t1243515,t-bird1600 throttle flange,2,6.99,-100.0
10145,t1244024,"o-ring,injector",1,4.99,-100.0
10146,t1245006,"o ring,fuel injector,kn-5",6,4.99,-100.0
10147,t1245009,"cap, vacuum connection",12,5.99,-100.0
10148,t1245016,"o ring, injector, upper",5,5.99,-100.0
10149,t1245031,jet needle,2,13.99,-100.0
10150,t1250015,"reed valve, double",2,66.99,-100.0
10151,t1250022,reed valve,4,62.99,-100.0
10152,t1250055,seal,12,15.99,-100.0
10153,t1250075,reed valve,2,48.99,-100.0
10154,t1250522,"solenoid,sai,",1,104.99,-100.0
10155,t1260079,cam cover gasket,2,43.99,-65.31
10156,t1260107,inner clutch gasket,1,16.99,-100.0
10157,t1260113,cover alternator assy,1,165.99,-100.0
10158,t1260119,"gasket, alt cvr",3,18.99,-100.0
10159,t1260141,"gasket, clutch",4,16.99,-83.84
10160,t1260184,"gasket, output shaft cover",2,20.99,-100.0
10161,t1260217,gasket,2,33.99,-100.0
10162,t1260246,valve cover gasket,3,43.99,-100.0
10163,t1260264,crank cover gasket daytona,2,15.99,-100.0
10164,t1260267,gskt balancer cover,8,9.99,-100.0
10165,t1260289,"gasket, alternator cover",3,34.99,-100.0
10166,t1260296,"gasket, breathe",1,27.99,-100.0
10167,t1260298,"gasket, crank case",5,9.99,-71.69
10168,t1260309,cam cover seal,63,7.99,-52.75
10169,t1260337,"seal, cam cover",17,5.99,-100.0
10170,t1260393,alternator cover,1,216.99,-100.0
10171,t1260437,"gasket, crank cover",4,18.99,-100.0
10172,t1260587,"seal, cam cover",4,25.99,-86.26
10173,t1260660,thunderbird 1600 clutch cover,2,16.99,-32.99
10174,t1260661,"gasket, alternator",2,17.99,-70.04
10175,t1260838,"gasket, alterna",2,34.99,-72.14
10176,t1260896,"alternator cover, brushed & chromate",1,215.99,-100.0
10177,t1260900,seal cam cover,4,28.99,-32.43
10178,t1260918,"gasket,cover,cr",1,15.99,-100.0
10179,t1260967,"gasket, clutch cover",4,12.99,-4.29
10180,t1260968,"gasket, rh cover",4,9.99,3.98
10181,t1260994,"gasket,cover,ba",2,8.99,-100.0
10182,t1261008,"seal, cam cover",3,80.99,-81.56
10183,t1261036,"gasket , lh crank",1,20.99,-100.0
10184,t1261051,clutch cover gasket t5,5,23.99,-100.0
10185,t1261066,"gasket, water outlet",2,6.99,-100.0
10186,t1261067,cl cvr gskt,1,14.99,-100.0
10187,t1261096,"gasket, water outlet casting",1,6.99,-100.0
10188,t1261097,clutch gasket,1,15.99,-38.32
10189,t1261098,alt cover gasket,4,20.99,-85.0
10190,t1261103,crank cover gasket,11,20.99,-94.55
10191,t1261104,starter gasket,5,20.99,-88.0
10192,t1261109,"gasket, alternator cover",3,27.99,-100.0
10193,t1261147,"gasket, clutch",2,13.99,-68.57
10194,t1261166,gasket,1,15.99,-100.0
10195,t1261178,"plate, wire retainer",1,5.99,-100.0
10196,t1261180,oil filler cap & dipstick,1,26.99,-100.0
10197,t1261308,"seal, cam ladder",7,16.99,-67.17
10198,t1261309,"seal, cam cover",6,41.99,-100.0
10199,t1261337,"seal, cam cover",1,43.99,-30.61
10200,t1261372,"seal, cam cover",4,48.99,-100.0
10201,t1261373,"seal, plug towe",6,7.99,-100.0
10202,t1261417,dipstick assy,1,23.99,-100.0
10203,t1261426,"gasket, gear change",5,9.99,-100.0
10204,t1261430,"gasket, clutch",1,14.99,-100.0
10205,t1261431,"gasket, rh crank",3,17.99,-100.0
10206,t1261433,"gasket, lh crank",1,14.99,-100.0
10207,t1261459,"seal,cam cover",2,35.99,-100.0
10208,t1261481,"gasket,cover,br",1,13.99,-100.0
10209,t1261495,"seal, plug towe",2,6.99,-100.0
10210,t1261765,"seal, cam cover",1,35.99,-43.59
10211,t1262267,"heelguard, rh",1,112.99,-100.0
10212,t1263020,rh alt cover,1,249.99,-100.0
10213,t1263333,cam cover seal,6,31.99,-100.0
10214,t1263900,"cover, alternat",1,188.99,-100.0
10215,t1263920,"gasket, alterna",2,25.99,-100.0
10216,t1264070,"gasket,clutch c",1,16.99,-100.0
10217,t1266002,"seal, cam cover",6,30.99,-88.49
10218,t1267676,"plug,m12x1,75,black",2,11.99,-100.0
10219,t1267900,"gasket, alterna",5,11.99,-100.0
10220,t1268444,"cover,plastic,acg",1,10.99,-100.0
10221,t1268501,"seal, cam cover",3,34.99,-100.0
10222,t1268502,"seal, plug towe",3,6.99,-100.0
10223,t1268666,"plug,m12 x 1.75, chrome",1,37.99,-100.0
10224,t1269075,"cover,clutch,as",1,362.99,-100.0
10225,t1269090,"gasket,clutch c",2,13.99,-100.0
10226,t1269876,"gasket,cover,clutch",7,17.99,-64.36
10227,t1269999,"gasket, cover, starter",5,16.99,-100.0
10228,t1290023,cr9ek plug,11,14.99,-29.66
10229,t1290043,"sensor,ignition,v-grmt",1,86.99,-100.0
10230,t1290058,"sensor, cranksh",1,126.99,-100.0
10231,t1290088,"sensor, air temp",1,86.99,-100.0
10232,t1290131,ignition / pick-up coil,1,111.99,-45.08
10233,t1290180,"spark plug, dpr7ea-9",14,4.99,-34.49
10234,t1290181,"spark plug, cr8ek",11,14.99,-39.71
10235,t1290239,oring,1,8.99,-100.0
10236,t1290431,"sensor, gear po",2,138.99,-100.0
10237,t1290660,"sensor, gear position",1,122.99,-100.0
10238,t1290745,"spark plug, m10x26,lmar8a-9",33,13.99,-81.1
10239,t1290882,"seal,spark plug cap,moulding",2,6.99,-100.0
10240,t1290975,"sensor, air pressure",1,138.99,-100.0
10241,t1291023,"spark plug,m10,cr9eia-9",10,16.99,-100.0
10242,t1291511,ignition seal,6,9.99,-100.0
10243,t1291984,"sensor, position, gear",3,130.99,-100.0
10244,t1292004,"sensor, air tem",1,74.99,-100.0
10245,t1292015,air press sensor,1,167.99,-100.0
10246,t1292114,"sensor, water t",2,45.99,-100.0
10247,t1292521,gear position sensor,1,138.99,-100.0
10248,t1294242,spares kit,2,148.99,-100.0
10249,t1295151,"spark plug, iridium",7,16.99,-53.95
10250,t1295432,"sensor, gear position",2,117.99,-100.0
10251,t1296501,"spark plug, m10",20,17.99,-100.0
10252,t1296999,"plug, spark, dpr6ea-9",28,4.99,-100.0
10253,t1299876,"sensor,gearpo",1,114.99,-100.0
10254,t1300021,"regulator assy, 40 amp",1,267.99,-100.0
10255,t1300095,"spares kit, regulator",1,513.99,-100.0
10256,t1300111,alternator stator,1,712.99,-100.0
10257,t1300175,o-ring alternator external,1,8.99,-100.0
10258,t1300450,"stator, alternator",1,724.99,-100.0
10259,t1300807,"key,woodruff",1,16.99,-100.0
10260,t1301234,"spares kit, reg",1,301.99,-46.14
10261,t1310008,starter solenoid,1,69.99,-44.36
10262,t1310310,o-ring,2,3.99,-100.0
10263,t1310807,boot terminal,2,2.99,-100.0
10264,t1310809,boot terminal,2,2.99,-100.0
10265,t1311116,starter motor,1,691.99,-100.0
10266,t2000155,"flgd sleeve, 17 x 25 x 35.3",1,21.99,-100.0
10267,t2000309,"inner tube, v1",1,31.99,-100.0
10268,t2000402,"spindle,front wheel",1,66.99,-100.0
10269,t2000562,"spacer,30 od, 20,2 id",2,4.99,-100.0
10270,t2000576,"valve assy, rubber",17,15.99,-95.55
10271,t2000613,"valve, assembly",1,5.99,-100.0
10272,t2005001,"nipple, spoke",1,5.99,-100.0
10273,t2006615,"valve assy,alum,90,silver",1,16.99,-100.0
10274,t2006635,"valve assy,alum,90,black",1,16.99,-100.0
10275,t2010176,"nut, m10, wheel",5,5.99,-100.0
10276,t2010184,"sprocket, rear, 43t",1,61.99,-100.0
10277,t2010550,"chain, final dr",1,331.99,-100.0
10278,t2010553,"sprocket, rear, 50t",2,61.99,-100.0
10279,t2011058,"sleeve,plastic",3,36.99,-100.0
10280,t2011453,"con link, 525 chain, spares",1,13.99,-100.0
10281,t2012525,"chain, 525 106l",1,319.99,-100.0
10282,t2012536,nut,1,46.99,-100.0
10283,t2014011,clevis,1,18.99,-100.0
10284,t2014561,"spoke, rear, lh, outer",1,4.99,-100.0
10285,t2015075,"chain, final dr",1,298.99,-100.0
10286,t2015452,"cush rubber,kit",1,92.99,-100.0
10287,t2017171,"chain & sprocket kit, 108/43/19",1,312.99,-100.0
10288,t2017192,chainandsproc,6,233.99,-77.71
10289,t2017200,chain and sprocket set,1,312.99,-100.0
10290,t2017210,chain & sprocket kit 104/43/18,1,245.99,0.04
10291,t2017213,chain and sprocket kit 520,2,290.99,-72.88
10292,t2017223,chain and sprocket kit 520,1,268.99,-100.0
10293,t2017250,chain and sprocket kit,3,262.99,-66.49
10294,t2017268,chain & sprocket kit 118/47/16,1,218.99,-46.01
10295,t2017270,chain and sprocket kit,1,268.99,-100.0
10296,t2017272,chain & sprocke,1,268.99,0.38
10297,t2017280,chain and sprocket kit,1,262.99,-100.0
10298,t2017300,chain and sprocket kit,2,312.99,-100.0
10299,t2017313,chain & sprocket kit 106/42/19,1,290.99,-100.0
10300,t2017320,chain and sprocket set,1,245.99,0.04
10301,t2017550,chain and sprocket kit,1,312.99,-100.0
10302,t2017580,chain and sprocket kit,1,268.99,-100.0
10303,t2017591,chain and sprocket kit,3,245.99,-100.0
10304,t2017593,chain and sprocket kit,1,268.99,-100.0
10305,t2017594,chain and sprocket kit,1,268.99,-100.0
10306,t2017596,chain and sproc,3,300.99,-100.0
10307,t2020002,fr master rebuild,1,72.99,-100.0
10308,t2020014,bleed screw set,2,17.99,-100.0
10309,t2020050,piston set,1,128.99,8.26
10310,t2020071,"pad set, 2p caliper, lh",4,53.99,-74.35
10311,t2020072,"pad set, (fa215/2)",4,59.99,-74.69
10312,t2020084,pin pad,2,19.99,-100.0
10313,t2020158,"bolt/nut, lever, front",1,15.99,-43.08
10314,t2020260,pad pin,1,25.99,-100.0
10315,t2020291,"spring, brake s",1,2.99,-100.0
10316,t2020323,"seal set,calipe",4,131.99,-100.0
10317,t2020356,"piston set, 2 piston cal. 35mm",4,134.99,-100.0
10318,t2020377,"pad set, (fa226hh)",8,56.99,-87.43
10319,t2020393,"pad set, (fa236hh) rocket iii",1,105.99,-100.0
10320,t2020444,"brake lever, th",2,114.99,-100.0
10321,t2020465,"piston set, radial caliper",3,231.99,-100.0
10322,t2020537,"pad set,z90 sintered metal",4,58.99,-74.29
10323,t2020553,pad set,11,116.99,-81.55
10324,t2020609,"bolt, disc, m8x1.25x30, slv",27,11.99,-11.17
10325,t2020755,"m/cyl assy, fro",1,495.99,-100.0
10326,t2020906,"switch, brake,",1,44.99,-100.0
10327,t2020928,piston set,6,68.99,-100.0
10328,t2020931,seal set,4,69.99,-100.0
10329,t2020933,hanger pin set,3,23.99,-100.0
10330,t2020935,mount pin set,4,23.99,-100.0
10331,t2021051,"disc,rear, dia 255",3,370.99,-81.99
10332,t2021132,"spares kit, bra",1,165.99,-100.0
10333,t2021217,"switch set, fr brake",2,25.99,-65.94
10334,t2021221,"pad set, (fa491hh)",4,56.99,-49.7
10335,t2021330,"pad,set,front,lh,insolated,",1,56.99,-100.0
10336,t2021340,"pad,set,front,rh,insolated,",2,56.99,-100.0
10337,t2021404,"brake disc, front, lh",2,265.99,-100.0
10338,t2021428,"lever, front brake",2,65.99,-72.62
10339,t2021440,"brake disc, fro",2,340.99,-100.0
10340,t2021451,"pad set, calilper (447hh)",5,72.99,2.47
10341,t2021495,"sensor, wheel speed, 270 deg",1,217.99,-100.0
10342,t2021517,"lever assy,mcs,short,blk",2,84.99,-72.37
10343,t2021622,pistons,1,121.99,-100.0
