cost_per_unit,order_to_sales_ratio,supplier_name,price,description,quantity_ordered_ytd,quantity,gross_profit,roi,sell_through_rate,reorder_point,3m_days_supply,rolling_12m_sales,sales_volatility,part_status,safety_stock,part_number,total_cost,3m_turnover,days_of_inventory_outstanding,demand,sales_revenue,cogs,1m_days_supply,margin,margin_percentage,special_orders_ytd,negative_on_hand,rolling_3m_sales,12m_days_supply,obsolescence_risk,turnover,months_no_sale,sales_trend,recent_sales_trend,normalized_seasonal_score
51.99,0.0,polaris acceptance,79.99,mw gy athlete ls tee s,0,0,28.0,53.86,0.0,0,0,1,4.358899,active,0,286289602,0.0,0.0,280,0.1446236943290649,79.99,51.99,0,28.0,35.0,0,0,0,0,0.017528634518384933,1.2999124890611329,4,0.00877193,0.0,0.14089629672360585
38.02,0.0,ducati,54.99,right ornamental strip,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,43713541bb,0.0,0.0,480,0.0,0.0,0.0,0,16.97,30.86,0,0,0,0,1.0,0.0,16,-0.012280702,0.0,0.008771929824561387
45.8,0.0,clearwater lights,70.0,b69- 27-28mm-1' crash bar clamp only,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,b69,45.8,0.0,570,0.0,0.0,0.0,0,24.201,34.57,0,0,0,0,1.0,0.0,19,0.0,0.0,0.0032107491560038506
146.99,0.0,polaris acceptance,209.99,"k-accy whisker guards,blk",0,0,63.0,42.86,0.0,0,0,1,4.358899,idle,0,2884948-070,0.0,2.4499499976189343,60,0.14183882507650947,209.99,146.99,0,63.0,30.0,1,0,1,0,0.01738141179084778,0.0,2,0.012280702,-0.5,-0.05478237305599375
66.24,0.0,ducati,73.99,repair kit,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,69928501a,66.24,0.0,570,0.0,0.0,0.0,0,7.75,10.47,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.0032107491560038584
1.22,0.0,ducati,1.99,screw,0,23,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,77244168b,28.06,0.0,1680,0.0,0.0,0.0,0,0.77,38.69,0,0,0,0,1.0,0.0,56,0.0,0.0,0.032307128963966876
6.47,0.0,motovan,13.99,ngk jr9b,0,8,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,26-jr9b,51.76,0.0,1710,0.0,0.0,0.0,0,7.52,53.75,0,0,0,0,1.0,0.0,57,0.0,0.0,-0.028550960277339575
35.78,0.0,ducati,65.99,sprocket t15,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,449a0491a,35.78,0.0,570,0.0,0.0,0.0,0,30.21,45.78,0,0,0,0,1.0,0.0,19,0.0,0.0,0.008771929824561401
5.44,0.0,bmw group canada,8.99,fillister head screw,0,15,0.0,0.0,42.31,0,0,11,1.6231656,idle,0,6327651211,81.6,0.0,300,0.6448859674917307,0.0,0.0,0,3.55,39.49,0,0,0,497,0.023775319941341876,0.0,10,-0.1754386,0.0,-0.4342105263157894
4.0,0.0,polaris acceptance,39.99,ww munro bonneville tee l,0,1,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,286085006,4.0,0.0,510,0.0,0.0,0.0,0,35.99,90.0,0,0,0,0,1.0,0.0,17,-0.014035088,0.0,0.07115101694883974
24.62,0.0,bell sports inc,39.99,"brzer,innr,shld,drk,sil,irdm",0,0,15.37,62.43,0.0,0,0,1,4.358899,active,0,7120594,0.0,0.0,296,0.15011506392565532,39.99,24.62,0,15.37,38.43,0,0,0,0,0.017528634518384933,1.2313078269567392,5,0.007017544,0.0,0.06312414405883011
142.3,0.0,triumph motorcycles,231.99,handlebar,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,t2040391,0.0,0.0,240,0.15651359817148852,0.0,0.0,0,89.69,38.66,0,0,0,0,0.03093285337090492,0.0,8,0.001754386,0.0,-0.017428598940224516
109.85,0.0,bmw group canada,169.99,jacket rainlock unisex gray,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,76817923300,0.0,0.0,390,0.0,0.0,0.0,0,60.14,35.38,0,0,0,0,1.0,0.0,13,-0.007017544,0.0,-0.039473684210526314
657.87,0.0,parts canada/power twins,1074.99,"4"" slip on mufflers - black",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,1811-4470,657.87,0.0,570,0.0,0.0,0.0,0,417.12,38.8,0,0,0,0,1.0,0.0,19,0.0,0.0,0.007166555246559489
16.72,0.0,bmw group canada,26.99,connecting rod bolt,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,11247688359,16.72,0.0,570,0.0,0.0,0.0,0,10.27,38.05,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.004816123734005774
271.52,0.0,parts canada/power twins,556.99,180/65b16 81h tl/tt commander,0,0,285.47,105.14,0.0,0,0,1,2.9953668,active,0,0306-0703,0.0,0.0,120,0.14659902571103234,556.99,271.52,0,285.47,51.25,1,0,0,0,0.024710779823362828,0.0,4,-0.003508772,0.0,0.12644792552158854
97.24,0.0,ducati,138.99,seal kit,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,34922961a,97.24,0.0,570,0.0,0.0,0.0,0,41.75,30.04,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.0032107491560038467
38.99,0.0,polaris acceptance,59.99,mw bk ls craft tee m,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,286163403,0.0,0.0,300,0.15080466651888763,0.0,0.0,0,21.0,35.01,0,0,0,0,0.031001313030719756,0.0,10,-0.001754386,0.0,-0.0706055974182163
0.18,0.0,ducati,0.99,circlip 14 din 471,0,16,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,735001440,2.88,0.0,1680,0.0,0.0,0.0,0,0.81,81.82,0,0,0,0,1.0,0.0,56,0.0,0.0,0.002350431512553709
14.16,0.0,polaris acceptance,34.99,womens starlight tee-m,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,286975103,0.0,0.0,390,0.0,0.0,0.0,0,20.83,59.53,0,0,0,0,1.0,0.0,13,-0.007017544,0.0,-0.05145636319109154
423.49,0.0,polaris acceptance,604.99,"k-asm,bar,mustache,hgwy,blk",0,3,0.0,0.0,0.0,0,0,0,4.358899,idle,0,2884425-266,1270.47,0.0,360,0.0,0.0,0.0,0,181.5,30.0,0,0,0,0,1.0,0.0,12,-0.005263158,0.0,-0.06226382641537995
100.0,0.0,full bore,219.99,"h-vest,women,wht,xs",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,45-8923,100.0,0.0,1170,0.0,0.0,0.0,0,119.99,54.54,0,0,0,0,1.0,0.0,39,0.0,0.0,-0.010807463224288404
20.0,0.0,polaris acceptance,39.99,"hose-breather,front",0,0,19.99,99.95,0.0,0,0,1,4.358899,active,0,5415953,0.0,0.0,150,0.14201356101804963,39.99,20.0,0,19.99,49.99,1,0,0,0,0.017869218811392786,0.0,5,0.007017544,0.0,0.053491896590818565
6.5,0.0,triumph motorcycles,10.99,"flange, exh gas",0,2,4.49,69.08,77.78,0,0,1,4.358899,active,0,t2207588,13.0,0.6746237675142709,452,0.16403620963738363,10.99,6.5,0,4.49,40.86,1,0,0,730,0.01743239015340805,0.8059516429014257,5,0.007017544,0.0,-0.12037220933627606
0.0,0.0,bmw group canada,0.99,gasket,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,11111341351,0.0,0.0,570,0.0,0.0,0.0,0,0.99,100.0,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.011667780867738517
84.49,0.0,polaris acceptance,129.99,mw bl pullover hoodie s,0,0,45.5,53.85,0.0,0,0,2,2.9953668,active,0,286290002,0.0,0.0,561,0.12659246734854113,129.99,84.49,0,45.5,35.0,0,0,0,0,0.017544459737837314,0.6499730748519116,5,0.007017544,0.0,0.07659693690849885
31.63,0.0,triumph motorcycles,52.99,air filter,0,1,0.0,0.0,50.0,0,0,1,4.358899,idle,0,t2201751,31.63,0.0,300,0.13987935037248828,0.0,0.0,0,21.36,40.31,0,0,0,365,0.031001313030719756,0.0,10,-0.001754386,0.0,-0.06226382641537998
134.04,0.0,parts canada/power twins,274.99,110/70r17 54h tl/tt pilot stre,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,0301-0489,0.0,0.0,480,0.0,0.0,0.0,0,140.95,51.26,0,0,0,0,1.0,0.0,16,-0.012280702,0.0,0.045034864879083876
7.58,0.0,bmw group canada,12.99,screw,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,31422332107,7.58,0.0,570,0.0,0.0,0.0,0,5.41,41.65,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.0011752157562768626
129.99,0.0,polaris acceptance,199.99,mw casual camo jacket blk xl,0,0,140.0,53.85,0.0,0,0,2,4.358899,idle,0,286285409,0.0,1.2999649982499126,280,0.1941754579815691,399.98,259.98,0,70.0,35.0,0,0,2,0,0.017349397763609886,1.2999649982499126,1,0.028070176,0.0,-0.08642882178043884
55.89,0.0,triumph motorcycles,85.99,flyscreen mounting kit,0,3,0.0,0.0,0.0,0,0,0,4.358899,idle,0,a9701549,167.67,0.0,360,0.0,0.0,0.0,0,30.1,35.0,0,0,0,0,1.0,0.0,12,-0.005263158,0.0,-0.07831757219539927
51.19,0.0,polaris acceptance,63.99,k-gear switch,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,2208606,102.38,0.0,990,0.0,0.0,0.0,0,12.8,20.0,0,0,0,0,1.0,0.0,33,0.0,0.0,-0.019579393048849796
2.34,0.0,triumph motorcycles,3.99,"stud,shld,m8x1.",0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,t3100016,0.0,0.0,540,0.0,0.0,0.0,0,1.65,41.35,0,0,0,0,1.0,0.0,18,-0.031578947,0.0,0.12378259589620817
4.8,0.0,bmw group canada,7.99,covering cap,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,31422314304,0.0,0.0,420,0.0,0.0,0.0,0,3.19,39.92,0,0,0,0,1.0,0.0,14,-0.00877193,0.0,-0.024825675604580617
3.52,0.0,bmw group canada,5.99,o-ring,0,5,0.0,0.0,0.0,0,0,0,3.1759124,idle,0,31427702836,17.6,0.0,360,0.0,0.0,0.0,0,2.47,41.24,0,0,0,0,1.0,0.0,12,-0.024561403,0.0,-0.08066800370795289
17.68,0.0,ducati,32.99,"seal oil, fork",0,2,15.31,86.6,-46.67,0,0,1,4.358899,idle,0,93010051a,35.36,1.3831796591226597,90,0.12281235026848708,32.99,17.68,0,15.315,46.41,3,0,0,730,0.017441209778189658,0.0,3,0.010526316,0.0,0.0008603176434501456
7.67,0.0,bmw group canada,11.99,tension spring,0,0,8.64,56.32,0.0,0,0,2,4.358899,idle,0,13111337370,0.0,1.2793994995829858,285,0.1653498644289806,23.98,15.34,0,4.32,36.03,0,0,2,0,0.017349397763609886,1.2793994995829858,2,0.024561403,-1.0,-0.04248479596260175
5.12,0.0,bmw group canada,8.99,frame,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,46632313025,5.12,0.0,570,0.0,0.0,0.0,0,3.87,43.05,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.0036409079777289157
2.31,0.0,bmw group canada,3.99,screw,0,3,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,18121451806,6.93,0.0,570,0.0,0.0,0.0,0,1.68,42.11,0,0,0,0,1.0,0.0,19,0.0,0.0,0.011552520158840179
101.58,0.0,motovan,173.99,tfx2 wp black / grey xl,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,555-06905,0.0,0.0,510,0.0,0.0,0.0,0,72.41,41.62,0,0,0,0,1.0,0.0,17,-0.014035088,0.0,0.07103575623994138
7.46,0.0,ducati,10.99,"circlip, piston pin",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,12112481a,7.46,0.0,570,0.0,0.0,0.0,0,3.53,32.12,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.013588053558567195
205.34,0.0,bmw group canada,301.99,pants 'rider' for men,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,76129899251,0.0,0.0,480,0.0,0.0,0.0,0,96.65,32.0,0,0,0,0,1.0,0.0,16,-0.012280702,0.0,-0.01221320039836185
4.41,0.0,triumph motorcycles,7.99,"bulb, ry10w, 10w, 12v, clear",0,14,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2700964,61.74,0.0,750,0.0,0.0,0.0,0,3.58,44.81,0,0,0,0,1.0,0.0,25,0.0,0.0,0.01198267898056525
251.99,0.0,polaris acceptance,359.99,"kit-rail,rider seat,chr",0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,2879604-156,503.98,0.0,1140,0.0,0.0,0.0,0,108.0,30.0,0,0,0,0,1.0,0.0,38,0.0,0.0,0.027921164051686133
21.98,0.0,ducati,54.99,meccanica wings t-shirt m,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,987693374,0.0,0.0,480,0.0,0.0,0.0,0,33.01,60.03,0,0,0,0,1.0,0.0,16,-0.012280702,0.0,0.0857990255547854
49.63,0.0,triumph motorcycles,76.99,"spares kit, det",0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,t1191269,0.0,0.0,480,0.0,0.0,0.0,0,27.36,35.54,0,0,0,0,1.0,0.0,16,-0.024561403,0.0,0.060973349950204744
777.6,0.0,bmw group canada,1080.99,fuel pump assy,0,1,303.39,39.02,350.0,0,90,1,2.9953668,idle,0,16147680369,777.6,0.9149857663837875,72,0.15295105878867105,1080.99,777.6,0,303.39,28.07,1,0,1,365,0.017428418807685375,5.019133417551106,2,0.007017544,-0.5,-0.09319610221914157
18.04,0.0,bmw group canada,25.99,advantec protect,0,19,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,83192460609,342.76,0.0,420,0.0,0.0,0.0,0,7.95,30.59,0,0,0,0,1.0,0.0,14,-0.00877193,0.0,-0.005561180668557521
71.49,0.0,polaris acceptance,109.99,"mens deerskin glv tan ce, m",0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,286066303,142.98,0.0,1020,0.0,0.0,0.0,0,38.5,35.0,0,0,0,0,1.0,0.0,34,0.0,0.0,-0.0071665552465594844
42.15,0.0,triumph motorcycles,64.99,"indicator, lhf, rhr",0,1,22.84,54.19,155.56,0,90,2,1.9895561,idle,0,t2701277,42.15,0.8174375597390185,366,0.1741107102033586,64.99,42.15,0,22.84,35.14,1,0,1,182,0.017665863037109375,0.9969421026845298,2,-0.00877193,-0.5,-0.04836087474398606
45.49,0.0,kimpex,69.99,pinlock shield thunder c dsmk,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,397508,0.0,0.0,480,0.0,0.0,0.0,0,24.5,35.01,0,0,0,0,1.0,0.0,16,-0.012280702,0.0,0.05220142012564336
71.49,0.0,triumph motorcycles,109.99,cleaning kit us bagged,0,4,0.0,0.0,33.33,0,0,2,2.372684,idle,0,a9930520,285.96,0.0,210,0.11809711237878395,0.0,0.0,0,38.5,35.0,0,0,0,730,0.02403732668608427,0.0,7,-0.005263158,0.0,-0.04546502370080897
760.69,0.0,bmw group canada,1118.99,helmet 7 carbon spectrum,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,76319899509,760.69,0.0,570,0.0,0.0,0.0,0,358.3,32.02,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.0027805903342787855
146.24,0.0,thibault canada,299.99,140/70r17 (66h) - rr pirelli diablo,0,1,0.0,0.0,-0.0,0,0,0,0.0,obsolete,0,4261639,146.24,0.0,570,0.0,0.0,0.0,0,153.75,51.25,1,0,0,0,1.0,0.0,19,0.0,0.0,0.009202088646286462
0.37,0.0,ducati,0.99,screw,0,8,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,77150400c,2.96,0.0,1680,0.0,0.0,0.0,0,0.62,62.63,0,0,0,0,1.0,0.0,56,0.0,0.0,1.522975446288064
4.82,0.0,triumph motorcycles,7.99,"rear fender reflector, bonne",0,0,9.51,65.77,0.0,0,0,5,2.4828298,idle,0,t2700443,0.0,0.0,158,0.17538354907630938,23.97,14.46,0,3.17,39.67,2,0,0,0,0.017528634518384933,2.3033337125952893,3,0.024561403,0.0,-0.00031489811282669155
2.47,0.0,bmw group canada,3.99,fillister head screw,0,6,0.0,0.0,40.0,0,0,4,3.5471427,idle,0,46627652556,14.82,0.0,210,0.16581833726503448,0.0,0.0,0,1.52,38.1,0,0,0,547,0.017869218811392786,0.0,7,0.007017544,0.0,0.14837775008299203
187.72,0.0,triumph motorcycles,312.99,chain and sprocket set,0,0,0.0,0.0,0.0,0,0,0,4.358899,idle,0,t2017430,0.0,0.0,360,0.0,0.0,0.0,0,125.27,40.02,0,0,0,0,1.0,0.0,12,-0.005263158,0.0,-0.06943038166193945
5.43,0.0,triumph motorcycles,8.99,o ring,0,4,7.12,65.56,87.5,0,0,4,2.542691,active,0,t3600117,21.72,0.6733988838692532,757,0.20419215521200101,17.98,10.86,0,3.56,39.6,2,0,0,365,0.017883643321692944,0.4816269640141916,5,-0.056140352,0.0,0.2935756350238487
13.52,0.0,bmw group canada,19.99,back protector,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,76418546890,13.52,0.0,570,0.0,0.0,0.0,0,6.47,32.37,0,0,0,0,1.0,0.0,19,0.0,0.0,0.026745948295409293
4.32,0.0,ducati,6.99,"gasket,cylnder base 0.4 mm",0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,78610861a,8.64,0.0,1680,0.0,0.0,0.0,0,2.67,38.2,0,0,0,0,1.0,0.0,56,0.0,0.0,0.008026872890009612
133.6,0.0,triumph motorcycles,205.99,level sender,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2404103,133.6,0.0,570,0.0,0.0,0.0,0,72.39,35.14,0,0,0,0,1.0,0.0,19,0.0,0.0,0.011552520158840174
136.49,0.0,kimpex,209.99,helm street fighter bk mat l,0,3,294.0,53.85,75.68,0,0,4,2.1249547,idle,0,395414,409.47,2.010997626827895,372,0.15691069244759043,839.96,545.96,0,73.5,35.0,1,0,0,273,0.017282072082161905,0.9811067911067527,3,0.015789473,0.0,0.118336675936549
38.99,0.0,polaris acceptance,59.99,ww gr original emb tee s,0,0,0.0,0.0,0.0,0,0,2,4.358899,idle,0,286277502,0.0,0.0,330,0.11866100590970458,0.0,0.0,0,21.0,35.01,0,0,0,0,0.023775319941341876,0.0,11,-0.007017544,0.0,-0.13341484336421972
242.24,0.0,ducati,346.99,set guance serbatoio nere scr,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,97381071aa,0.0,0.0,420,0.0,0.0,0.0,0,104.75,30.19,0,0,0,0,1.0,0.0,14,-0.00877193,0.0,-0.02086986951402498
51.74,0.0,schuberth,79.2,c4 head pad 61,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,4990003475,51.74,0.0,570,0.0,0.0,0.0,0,27.46,34.67,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.010807463224288397
12.87,0.0,bmw group canada,24.99,spark plug,0,12,109.08,94.17,61.29,1,270,19,1.4278411,idle,0,12127728634,154.44,1.8688286544046466,1239,0.5101206937552549,224.91,115.83,0,12.12,48.5,0,0,4,230,0.01754254214465618,0.2944743164397666,1,-0.08421053,0.0,-0.21419810778107085
4.28,0.0,triumph motorcycles,6.99,"clip, injector",0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,t1241967,0.0,0.0,450,0.0,0.0,0.0,0,2.71,38.77,0,0,0,0,1.0,0.0,15,-0.021052632,0.0,0.06558983628028217
522.0,0.0,bmw group canada,725.99,"handbrake assembly, smoked g",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,32727727053,522.0,0.0,570,0.0,0.0,0.0,0,203.99,28.1,0,0,0,0,1.0,0.0,19,0.0,0.0,0.00920208864628647
6.29,0.0,thibault canada,9.99,12v45/45w hs1/px43t each.,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,160508,12.58,0.0,2160,0.0,0.0,0.0,0,3.7,37.04,0,0,0,0,1.0,0.0,72,0.0,0.0,-0.008771929824561398
1.31,0.0,triumph motorcycles,12.99,"link lead, regulator",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2500954,1.31,0.0,2190,0.0,0.0,0.0,0,11.68,89.92,0,0,0,0,1.0,0.0,73,0.0,0.0,0.03990384303225145
8.27,0.0,triumph motorcycles,12.99,"bolt,shouldered,m10x1.25x53.1",0,3,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t3330867,24.81,0.0,570,0.0,0.0,0.0,0,4.72,36.34,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.002780590334278767
2.93,0.0,bmw group canada,4.99,oval-head screw with anti-ro,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,23417728108,2.93,0.0,570,0.0,0.0,0.0,0,2.06,41.28,0,0,0,0,1.0,0.0,19,0.0,0.0,0.05337663588192019
1.85,0.0,triumph motorcycles,2.99,"washer, 10.5x23",1,2,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,t3555029,3.7,0.0,510,0.0,0.0,0.0,0,1.14,38.13,0,0,0,0,1.0,0.0,17,-0.014035088,0.0,0.07029069930538957
170.0,0.0,polaris acceptance,679.99,mw getaway leather jkt-2xl,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,286050112,170.0,0.0,1020,0.0,0.0,0.0,0,509.99,75.0,0,0,0,0,1.0,0.0,34,0.0,0.0,0.05541216928164715
9.07,0.0,triumph motorcycles,13.99,guide bush,0,10,0.0,0.0,28.57,0,0,4,2.372684,idle,0,t2046145,90.7,0.0,240,0.19014468705577692,0.0,0.0,0,4.92,35.17,0,0,0,912,0.023775319941341876,0.0,8,-0.014035088,0.0,-0.017344222245194666
2.14,0.0,bmw group canada,3.99,felt,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,31421233038,4.28,0.0,570,0.0,0.0,0.0,0,1.85,46.37,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.0075967140682845465
68.8,0.0,ducati,102.99,"switch, stand",0,1,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,53910351a,68.8,0.0,510,0.0,0.0,0.0,0,34.19,33.2,0,0,0,0,1.0,0.0,17,-0.014035088,0.0,0.11822141522765062
157.62,0.0,ducati,197.99,"bracket, headlight",0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,82919673a,0.0,0.0,390,0.0,0.0,0.0,0,40.37,20.39,0,0,0,0,1.0,0.0,13,-0.007017544,0.0,-0.033052185898518625
248.94,0.0,thibault canada,382.99,130/80r17 (65v) - rr scorpion,0,0,134.05,53.85,0.0,0,0,1,4.358899,idle,0,4264728,0.0,2.2749680148306743,60,0.14630434353717764,382.99,248.94,0,134.05,35.0,1,0,1,0,0.01738141179084778,0.0,2,0.012280702,-0.5,-0.012842996624015371
48.5,0.0,schuberth,78.99,standard cheek pads c5 63,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,4990010084,0.0,0.0,480,0.0,0.0,0.0,0,30.492,38.6,0,0,0,0,1.0,0.0,16,-0.012280702,0.0,0.06461425792793367
31.21,0.0,bmw group canada,45.99,accelerator bowden cable,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,32731454584,31.21,0.0,570,0.0,0.0,0.0,0,14.78,32.14,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.01198267898056525
363.99,0.0,polaris acceptance,559.99,mw beckman jkt 2 ce blk xl,0,0,196.0,53.85,0.0,0,0,1,4.358899,active,0,286284309,0.0,0.0,280,0.15316381979617177,559.99,363.99,0,196.0,35.0,0,0,0,0,0.017528634518384933,1.2999874997767817,5,0.007017544,0.0,0.017543859649122827
167.02,0.0,parts canada/power twins,256.99,120/80-18 62p adventurecross,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,0317-0578,167.02,0.0,570,0.0,0.0,0.0,0,89.97,35.01,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.03391250354196875
27.2,0.0,bmw group canada,42.99,collar bush,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,23418533708,27.2,0.0,570,0.0,0.0,0.0,0,15.79,36.73,0,0,0,0,1.0,0.0,19,0.0,0.0,0.02235998338312857
211.24,0.0,polaris acceptance,324.99,"mens arlington mesh jkt ce, xl",0,0,113.75,53.85,0.0,0,0,1,4.358899,active,0,286140009,0.0,0.0,280,0.14908646749016496,324.99,211.24,0,113.75,35.0,0,0,0,0,0.017528634518384933,1.2999784608757192,5,0.007017544,0.0,0.07467666421767032
159.24,0.0,triumph motorcycles,244.99,sports bar end mirror kit,0,5,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,a9630721,796.2,0.0,570,0.0,0.0,0.0,0,85.75,35.0,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.01198267898056525
86.4,0.0,bmw group canada,120.99,guide ring,0,2,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,33117722797,172.8,0.0,420,0.0,0.0,0.0,0,34.59,28.59,0,0,0,0,1.0,0.0,14,-0.00877193,0.0,-0.020439710692299908
1.93,0.0,ducati,6.99,spring. footrest,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,79911661a,0.0,0.0,390,0.0,0.0,0.0,0,5.06,72.39,0,0,0,0,1.0,0.0,13,-0.007017544,0.0,-0.0597981341939279
194.99,0.0,polaris acceptance,299.99,"mens moc toe boot br, 11",0,1,0.0,0.0,50.0,0,0,1,4.358899,idle,0,286170011,194.99,0.0,330,0.12922969699530895,0.0,0.0,0,105.0,35.0,0,0,0,365,0.024710779823362828,0.0,11,-0.003508772,0.0,-0.055527429990545565
100.0,0.0,ducati,250.99,oversized windscreen kit - hym,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,97180061a,100.0,0.0,2550,0.0,0.0,0.0,0,150.99,60.16,0,0,0,0,1.0,0.0,85,0.0,0.0,0.08344859404223166
2.88,0.0,bmw group canada,4.99,isa screw,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,7129905994,0.0,0.0,480,0.0,0.0,0.0,0,2.11,42.28,0,0,0,0,1.0,0.0,16,-0.24561404,0.0,0.9573155666334698
259.99,0.0,triumph motorcycles,399.99,"frame kit, panniers trekker",0,3,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,a9501288,779.97,0.0,390,0.0,0.0,0.0,0,140.0,35.0,0,0,0,0,1.0,0.0,13,-0.007017544,0.0,0.3334794780561001
1.21,0.0,triumph motorcycles,6.99,bracket fairing,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2301771,1.21,0.0,570,0.0,0.0,0.0,0,5.78,82.69,0,0,0,0,1.0,0.0,19,0.0,0.0,0.0283513228734112
151.12,0.0,polaris acceptance,249.99,wmns short engineer-blk 8 ce,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,286769208,0.0,0.0,420,0.0,0.0,0.0,0,98.87,39.55,0,0,0,0,1.0,0.0,14,-0.00877193,0.0,-0.031247173916588312
574.09,0.0,bmw group canada,897.99,vario topcase black,0,4,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,77438569672,2296.36,0.0,510,0.0,0.0,0.0,0,323.9,36.07,0,0,0,0,1.0,0.0,17,-0.014035088,0.0,0.07029069930538959
5.49,0.0,triumph motorcycles,8.99,"bung, hole dia 7.0 bk",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t3450183,5.49,0.0,1470,0.0,0.0,0.0,0,3.5,38.93,0,0,0,0,1.0,0.0,49,0.0,0.0,0.02717610711713434
