cost_per_unit,order_to_sales_ratio,supplier_name,price,description,quantity_ordered_ytd,quantity,gross_profit,roi,sell_through_rate,reorder_point,3m_days_supply,rolling_12m_sales,sales_volatility,part_status,safety_stock,part_number,total_cost,3m_turnover,days_of_inventory_outstanding,demand,sales_revenue,cogs,1m_days_supply,margin,margin_percentage,special_orders_ytd,negative_on_hand,rolling_3m_sales,12m_days_supply,obsolescence_risk,turnover,months_no_sale,sales_trend,recent_sales_trend,normalized_seasonal_score
3.65,0.0,triumph motorcycles,5.99,locknut,0,7,18.72,64.11,118.64,0,78,10,1.7573146,idle,0,t3350250,25.55,0.6951198775718415,359,0.43888924809722857,47.92,29.2,0,2.34,39.07,5,0,8,255,0.017713926173746584,1.0158793270544964,1,-0.028070176,-1.0,-0.3356528808320186
0.89,0.0,ducati,1.99,warning sticker fuel tank cap,0,6,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,43314761a,5.34,0.0,1680,0.0,0.0,0.0,0,1.1,55.28,0,0,0,0,1.0,0.0,56,0.0,0.0,1.460819769243627e-18
69.83,0.0,ducati,87.99,throttle transmission,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,65610132a,69.83,0.0,570,0.0,0.0,0.0,0,18.16,20.64,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.00920208864628648
8.83,0.0,ducati,11.99,"adjuster, opening rocker arm",0,11,3.16,35.79,8.33,0,0,1,4.358899,idle,0,84010092a,97.13,0.8027272727272727,3201,0.3430681988414359,11.99,8.83,0,3.16,26.36,0,0,0,4015,0.01762945167720318,0.11402376033057851,3,0.010526316,0.0,0.049221192387436226
15.06,0.0,ducati,27.99,t-shirt ducatiana'10 red m,0,3,0.0,0.0,40.0,0,0,2,4.358899,idle,0,987684734,45.18,0.0,300,0.1048574470978969,0.0,0.0,0,12.93,46.2,0,0,0,547,0.024710779823362828,0.0,10,-0.003508772,0.0,-0.07530646044332373
13.86,0.0,triumph motorcycles,21.99,"flgd sleeve, 17 x 25 x 35.3",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2000155,13.86,0.0,1470,0.0,0.0,0.0,0,8.13,36.97,0,0,0,0,1.0,0.0,49,0.0,0.0,0.010807463224288404
5.54,0.0,bmw group canada,9.99,circlip,0,4,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,52532313563,22.16,0.0,570,0.0,0.0,0.0,0,4.45,44.54,0,0,0,0,1.0,0.0,19,0.0,0.0,0.012412837802290312
249.11,0.0,triumph motorcycles,383.99,"regulator, rectifier, 50a",0,0,134.88,54.14,0.0,0,0,2,2.9953668,idle,0,t1300675,0.0,0.0,80,0.12329047941981752,383.99,249.11,0,134.88,35.13,1,0,0,0,0.017528634518384933,4.541185968384592,3,0.012280702,0.0,0.02098513022292327
0.62,0.0,parts canada/power twins,0.99,"e-clip, carb needle",0,7,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,134163,4.34,0.0,570,0.0,0.0,0.0,0,0.37,37.37,0,0,0,0,1.0,0.0,19,0.0,0.0,0.017543859649122844
6.5,0.0,polaris acceptance,12.99,spacer-handlebar isolator,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,5143652,0.0,0.0,510,0.0,0.0,0.0,0,6.49,49.96,0,0,0,0,1.0,0.0,17,-0.028070176,0.0,0.08697424131106227
61.92,0.0,bmw group canada,86.99,lamp lens,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,63217650005,0.0,0.0,300,0.1553805168293329,0.0,0.0,0,25.07,28.82,0,0,0,0,0.031001313030719756,0.0,10,-0.001754386,0.0,-0.07659693690849893
2.23,0.0,bmw group canada,3.99,mounting screw,0,7,5.28,78.92,30.0,0,210,3,4.358899,idle,0,17117672755,15.61,0.5152098575279169,1279,0.22966871862185295,11.97,6.69,0,1.76,44.11,0,0,3,851,0.017761610448360443,0.28528784648187633,2,0.036842104,-1.5,-0.0661352558109055
94.22,0.0,parts canada/power twins,160.99,"riser 2"" rox pivot 7/8 n",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,0602-0439,94.22,0.0,570,0.0,0.0,0.0,0,66.77,41.47,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.011237622046013472
52.16,0.0,bmw group canada,81.99,"organizer, rider's equipment",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,77492474994,52.16,0.0,570,0.0,0.0,0.0,0,29.83,36.38,0,0,0,0,1.0,0.0,19,0.0,0.0,0.017974018470847862
79.94,0.0,triumph motorcycles,122.99,"pad, backrest",0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,a9758323,0.0,0.0,480,0.0,0.0,0.0,0,43.05,35.0,0,0,0,0,1.0,0.0,16,-0.012280702,0.0,0.07777215266477577
24.33,0.0,ducati,41.99,shim th. 0.3,0,4,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,71319901a,97.32,0.0,2280,0.0,0.0,0.0,0,17.66,42.06,0,0,0,0,1.0,0.0,76,0.0,0.0,-0.027921164051686143
173.78,0.0,triumph motorcycles,267.99,"battery, lithium ion, 8ah",0,5,188.42,54.21,28.57,0,225,2,2.9953668,idle,0,t2508811,868.9,1.2731601890179127,987,0.1598574991001387,535.98,347.56,0,94.21,35.15,-1,0,2,912,0.017458984255790712,0.36956186567283206,1,0.02631579,-0.5,-0.083133695929405
475.76,0.0,schuberth,759.99,c3 pro sestante grey 59 l,0,2,284.23,59.74,33.33,0,0,1,4.358899,active,0,4379286360,951.52,237.88,875,0.13866122158036864,759.99,475.76,0,284.228,37.4,0,0,0,730,0.01752335038036108,0.4169730539840576,4,0.00877193,0.0,0.04985098861308965
152.74,0.0,polaris acceptance,234.99,retro open helmet red-l,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,286887206,0.0,0.0,210,0.1486478060948455,0.0,0.0,0,82.25,35.0,0,0,0,0,0.01780531629920006,0.0,7,0.003508772,0.0,0.1304037316121442
8.24,0.0,triumph motorcycles,12.99,"shim, tappet 2.",0,8,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t1130225,65.92,0.0,570,0.0,0.0,0.0,0,4.75,36.57,0,0,0,0,1.0,0.0,19,0.0,0.0,0.008026872890009612
6.95,0.0,triumph motorcycles,10.99,"cover, s/arm pi",0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,t2075326,0.0,0.0,240,0.16263978666311885,0.0,0.0,0,4.04,36.76,0,0,0,0,0.03093285337090492,0.0,8,0.001754386,0.0,0.028036424760584388
4.84,0.0,triumph motorcycles,7.99,top exhaust gasket,0,2,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,t2200331,9.68,0.0,510,0.0,0.0,0.0,0,3.15,39.42,0,0,0,0,1.0,0.0,17,-0.028070176,0.0,0.143792147766783
193.41,0.0,triumph motorcycles,284.99,dresser bar kit black,0,1,0.0,0.0,350.0,0,0,1,4.358899,idle,0,a9788025,193.41,0.0,330,0.16189205460723116,0.0,0.0,0,91.58,32.13,1,0,0,365,0.024710779823362828,0.0,11,-0.003508772,0.0,-0.04236953525370347
314.99,0.0,polaris acceptance,449.99,"kit-tip,exhaust,blt slash,blk",0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,2879530-266,629.98,0.0,1230,0.0,0.0,0.0,0,135.0,30.0,0,0,0,0,1.0,0.0,41,0.0,0.0,-0.058308020324824315
58.47,0.0,parts canada/power twins,89.99,glv w superduty3 ce bk md,0,1,63.04,53.91,66.67,0,45,2,4.358899,idle,0,3302-0920,58.47,1.2851961754038905,422,0.1783621783327859,179.98,116.94,0,31.52,35.03,0,0,2,182,0.0173001104965806,0.8631213787504153,1,0.028070176,0.0,-0.0697452797747661
278.04,0.0,ducati,397.99,1803 lowering suspensions kit,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,96280801aa,278.04,0.0,570,0.0,0.0,0.0,0,119.95,30.14,0,0,0,0,1.0,0.0,19,0.0,0.0,0.03755341151969767
0.58,0.0,ducati,1.99,screw,0,10,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,77113801a,5.8,0.0,570,0.0,0.0,0.0,0,1.41,70.85,0,0,0,0,1.0,0.0,19,0.0,0.0,0.004385964912280699
3.5,0.0,polaris acceptance,6.99,"washer,flat",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,7555872,3.5,0.0,570,0.0,0.0,0.0,0,3.49,49.93,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.01797401847084787
5.74,0.0,triumph motorcycles,8.99,flanged sleeve,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t3010062,11.48,0.0,570,0.0,0.0,0.0,0,3.25,36.15,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.08708950201996059
280.79,0.0,motovan,389.99,centerstand bmw g310gs (20-22),0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,566-15115,0.0,0.0,240,0.15651359817148852,0.0,0.0,0,109.2,28.0,0,0,0,0,0.03093285337090492,0.0,8,0.001754386,0.0,-0.01186741827166699
25.0,0.0,polaris acceptance,99.99,mw bl ls twpk plaid shirt m,0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,286190903,50.0,0.0,1170,0.0,0.0,0.0,0,74.99,75.0,0,0,0,0,1.0,0.0,39,0.0,0.0,-0.0016053745780019249
67.22,0.0,triumph motorcycles,103.99,"sensor,cranksha",0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,t1290987,0.0,0.0,270,0.1570512319669088,0.0,0.0,0,36.77,35.36,0,0,0,0,0.028845540434122085,0.0,9,0.0,0.0,-0.004501225621179113
22.72,0.0,parts canada/power twins,34.99,guard d3o lp1 elbow,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,2706-0209,0.0,0.0,390,0.0,0.0,0.0,0,12.27,35.07,0,0,0,0,1.0,0.0,13,-0.007017544,0.0,1.498695190214107
3.24,0.0,triumph motorcycles,4.99,screw,0,4,0.0,0.0,0.0,0,0,0,3.5471427,obsolete,0,t3051097,12.96,0.0,480,0.0,0.0,0.0,0,1.75,35.07,1,0,0,0,1.0,0.0,16,-0.06842105,0.0,0.30822364362979426
10.79,0.0,ducati,16.99,"nipple, hosem14x1.5",0,0,0.0,0.0,0.0,0,0,2,4.358899,idle,0,81510221a,0.0,0.0,270,0.159074000674586,0.0,0.0,0,6.2,36.49,0,0,0,0,0.028845540434122085,0.0,9,0.0,0.0,-0.012528098511188784
113.75,0.0,triumph motorcycles,162.99,"seat assy,rider",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2301138,113.75,0.0,2850,0.0,0.0,0.0,0,49.24,30.21,0,0,0,0,1.0,0.0,95,0.0,0.0,0.010377304402563332
402.99,0.0,polaris acceptance,619.99,"drew leather jacket bk, 2xl",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,286169912,402.99,0.0,1020,0.0,0.0,0.0,0,217.0,35.0,0,0,0,0,1.0,0.0,34,0.0,0.0,-0.00791161218111127
9.5,0.0,polaris acceptance,18.99,"washer-flat,iso7415-m20,hard",0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,7556518,0.0,0.0,240,0.15797821703261172,0.0,0.0,0,9.49,49.97,0,0,0,0,0.03093285337090492,0.0,8,0.001754386,0.0,0.026431050182582464
1.24,0.0,ducati,2.99,screw tceif m6x10,0,1,0.0,0.0,80.0,0,0,4,4.358899,idle,0,77156628b,1.24,0.0,300,0.516993891342266,0.0,0.0,0,1.75,58.53,0,0,0,91,0.023775319941341876,0.0,10,-0.007017544,0.0,-0.4071805639214219
0.65,0.0,triumph motorcycles,1.99,"washer, rubber,",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2042738,0.65,0.0,900,0.0,0.0,0.0,0,1.34,67.34,0,0,0,0,1.0,0.0,30,0.0,0.0,0.025570732539132435
2.88,0.0,bmw group canada,4.99,fillister head screw,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,46617673124,2.88,0.0,570,0.0,0.0,0.0,0,2.11,42.28,0,0,0,0,1.0,0.0,19,0.0,0.0,0.009202088646286473
72.0,0.0,polaris acceptance,179.99,indian half hlmt 2-l,0,0,0.0,0.0,0.0,0,0,0,4.358899,idle,0,286436706,0.0,0.0,360,0.0,0.0,0.0,0,107.99,60.0,0,0,0,0,1.0,0.0,12,-0.010526316,0.0,-0.1177912564059255
115.22,0.0,full bore,229.99,130/80-17tl 65h k76 heidenau,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,15-1102,115.22,0.0,570,0.0,0.0,0.0,0,114.77,49.9,0,0,0,0,1.0,0.0,19,0.0,0.0,0.00673639642483441
2.4,0.0,motovan,4.99,jet box for mikuni style main,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,08-301,0.0,0.0,540,0.0,0.0,0.0,0,2.59,51.9,0,0,0,0,1.0,0.0,18,-0.15789473,0.0,0.6318712368139544
220.99,0.0,polaris acceptance,339.99,mw black hills jkt ce blk l,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,286283706,220.99,0.0,600,0.0,0.0,0.0,0,119.0,35.0,0,0,0,0,1.0,0.0,20,0.0,0.0,0.06986054048366457
628.24,0.0,polaris acceptance,897.99,"wheel-16x3.5,bob,rr,blk",0,0,539.5,42.94,0.0,0,0,2,4.358899,active,0,1523878-266,0.0,0.0,37,0.18609669111332422,1795.98,1256.48,0,269.75,30.04,1,0,0,0,0.017528634518384933,9.794496597957657,4,0.01754386,0.0,0.09210526315789475
0.91,0.0,motovan,2.19,plugin fuse 15amp each,0,5,0.0,0.0,16.67,0,0,1,2.9953668,idle,0,04-784s,4.55,0.0,330,0.16630905425736164,0.0,0.0,0,1.28,58.45,0,0,0,1825,0.023775319941341876,0.0,11,-0.010526316,0.0,-0.10259782826935641
16.87,0.0,parts canada/power twins,25.99,foam filter oil- 1 liter,0,4,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,3610-0037,67.48,0.0,1110,0.0,0.0,0.0,0,9.12,35.09,0,0,0,0,1.0,0.0,37,0.0,0.0,-0.028351322873411203
230.3,0.0,ducati,329.99,fabric jacket speed air c2 xl,0,1,99.69,43.29,50.0,0,0,1,2.9953668,active,0,981071336,230.3,230.3,523,0.11746039372342859,329.99,230.3,0,99.69,30.21,0,0,0,365,0.017543092742562293,0.6968440800024207,4,0.001754386,0.0,-0.017543859649122816
9.39,0.0,triumph motorcycles,14.99,"gasket, sump",0,1,5.6,59.64,131.25,0,0,3,2.4828298,active,0,t1230444,9.39,1.96326164874552,685,0.20890936701967966,14.99,9.39,0,5.6,37.36,1,0,0,121,0.017506895959377287,0.5325717063684978,5,-0.031578947,0.0,0.03508771929824556
2.56,0.0,bmw group canada,4.99,clamping plate,0,6,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,7129934319,15.36,0.0,570,0.0,0.0,0.0,0,2.43,48.7,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.001175215756276858
17.28,0.0,triumph motorcycles,26.99,connector kit,0,1,9.71,56.19,155.56,0,0,2,2.9953668,idle,0,t1241463,17.28,2.1043841336116915,377,0.13396681369505514,26.99,17.28,0,9.71,35.98,1,0,0,182,0.017282072082161905,0.9680284902564924,3,0.007017544,0.0,-0.046640239457085786
300.03,0.0,parts canada/power twins,649.99,muffler lv10 speed 12 bk,0,0,0.0,0.0,0.0,0,0,0,4.358899,idle,0,1811-4269,0.0,0.0,360,0.0,0.0,0.0,0,349.96,53.84,0,0,0,0,1.0,0.0,12,-0.005263158,0.0,-0.08591428626368375
298.8,0.0,bmw group canada,415.99,bulb testing device,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,61311459003,298.8,0.0,570,0.0,0.0,0.0,0,117.19,28.17,0,0,0,0,1.0,0.0,19,0.0,0.0,0.002780590334278774
336.42,0.0,bmw group canada,467.99,right engine protection bar,0,0,0.0,0.0,0.0,0,0,2,2.9953668,idle,0,46638388010,0.0,0.0,300,0.12809601016298205,0.0,0.0,0,131.57,28.11,0,0,0,0,0.02403732668608427,0.0,10,-0.005263158,0.0,-0.09735154571362561
12.21,0.0,triumph motorcycles,18.99,t5 g/rail infill,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,a9710006,12.21,0.0,570,0.0,0.0,0.0,0,6.78,35.7,0,0,0,0,1.0,0.0,19,0.0,0.0,0.010377304402563322
233.79,0.0,polaris acceptance,333.99,"k-mirror,barend,scout,black",0,1,0.0,0.0,50.0,0,0,1,4.358899,idle,0,2883730-468,233.79,0.0,300,0.14121466257398835,0.0,0.0,0,100.2,30.0,0,0,0,365,0.031001313030719756,0.0,10,-0.001754386,0.0,-0.045034864879083876
139.99,0.0,polaris acceptance,199.99,"k-windshield mount,blk",0,0,60.0,42.86,0.0,0,0,1,4.358899,idle,0,2889858-266,0.0,1.399969998499925,260,0.14929397147257079,199.99,139.99,0,60.0,30.0,0,0,1,0,0.0173375878483057,1.399969998499925,2,0.012280702,-0.5,0.02588563065195918
51.99,0.0,triumph motorcycles,79.99,factory gripper,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,a9700557,51.99,0.0,570,0.0,0.0,0.0,0,28.0,35.0,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.015938485071120875
30.0,0.0,polaris acceptance,119.99,ww bk ls contrast hoodie m,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,286192503,30.0,0.0,1170,0.0,0.0,0.0,0,89.99,75.0,0,0,0,0,1.0,0.0,39,0.0,0.0,0.06429935981510695
23.8,0.0,bmw group canada,35.99,boot,0,0,12.19,51.22,0.0,0,0,1,4.358899,idle,0,32727722873,0.0,1.3225896082245068,275,0.14614554359167542,35.99,23.8,0,12.19,33.87,0,0,1,0,0.017349397763609886,1.3225896082245068,1,0.014035088,0.0,-0.057017543859649106
25.18,0.0,triumph motorcycles,41.99,"seal, cam cover",0,5,16.81,66.76,16.67,0,0,1,2.9953668,idle,0,t1261309,125.9,5.036,1862,0.15687741001261435,41.99,25.18,0,16.81,40.03,0,0,0,1825,0.01784108392894268,0.19599906592978905,3,-0.005263158,0.0,0.11148501880281621
12.92,0.0,bmw group canada,19.99,exhaust seal,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,18211342463,0.0,0.0,480,0.0,0.0,0.0,0,7.07,35.37,0,0,0,0,1.0,0.0,16,-0.024561403,0.0,0.08963957093644269
16.2,0.0,bmw group canada,22.99,bushing,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,46532310471,16.2,0.0,570,0.0,0.0,0.0,0,6.79,29.53,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.0023504315125536888
93.6,0.0,bmw group canada,132.6,front panel carrier,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,46638393610,93.6,0.0,570,0.0,0.0,0.0,0,39.0,29.41,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.011982678980565252
102.67,0.0,motovan,157.99,hware triumph tiger 900(19-),0,3,0.0,0.0,25.0,0,0,1,1.8442436,idle,0,563-1217,308.01,0.0,330,0.2053380840129289,0.0,0.0,0,55.32,35.01,0,0,0,1095,0.023775319941341876,0.0,11,-0.045614034,0.0,-0.14238641059270937
82.66,0.0,ducati,125.99,left footrest,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,46410541b,82.66,0.0,2220,0.0,0.0,0.0,0,43.33,34.39,0,0,0,0,1.0,0.0,74,0.0,0.0,-0.010377304402563327
136.71,0.0,triumph motorcycles,210.99,"sensor, wheel speed, has-5,270",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2029270,136.71,0.0,2460,0.0,0.0,0.0,0,74.28,35.21,0,0,0,0,1.0,0.0,82,0.0,0.0,0.01080746322428839
71.97,0.0,ducati,119.99,red hooded logo sweatshirt l,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,987703405,71.97,0.0,570,0.0,0.0,0.0,0,48.02,40.02,0,0,0,0,1.0,0.0,19,0.0,0.0,0.05830802032482434
166.41,0.0,parts canada/power twins,340.99,150/70-17 69h battlax bt46 rea,0,0,174.58,104.91,0.0,0,0,1,3.1759124,idle,0,0306-0785,0.0,0.9760403530895334,373,0.168096687046277,340.99,166.41,0,174.58,51.2,0,0,1,0,0.01762784942984581,0.9760403530895334,2,-0.012280702,-0.5,0.08642882178043883
11.37,0.0,motovan,21.95,"air filter, suzuki vs800gs, 05-09",0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,15-0104,11.37,0.0,570,0.0,0.0,0.0,0,10.58,48.2,0,0,0,0,1.0,0.0,19,0.0,0.0,0.031131913207689973
42.48,0.0,bmw group canada,59.99,"set, bearing",0,2,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,31428553975,84.96,0.0,570,0.0,0.0,0.0,0,17.51,29.19,0,0,0,0,1.0,0.0,19,0.0,0.0,0.03434266236369383
155.49,0.0,ducati,222.99,"lever, front brake",0,1,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,63140591a,155.49,0.0,390,0.0,0.0,0.0,0,67.5,30.27,0,0,0,0,1.0,0.0,13,-0.007017544,0.0,-0.058192759615925974
6.36,0.0,kimpex,10.99,post caps x-grip qty4,0,1,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,280314,6.36,0.0,480,0.0,0.0,0.0,0,4.63,42.13,0,0,0,0,1.0,0.0,16,-0.012280702,0.0,0.05306173776909349
323.41,0.0,bmw group canada,475.99,mirror right,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,51168404054,0.0,0.0,390,0.0,0.0,0.0,0,152.58,32.06,0,0,0,0,1.0,0.0,13,-0.007017544,0.0,-0.02866622098623788
36.39,0.0,triumph motorcycles,55.99,flyscreen mount,0,3,0.0,0.0,25.0,0,0,1,4.358899,idle,0,a9708602,109.17,0.0,330,0.12765058099607707,0.0,0.0,0,19.6,35.01,0,0,0,1095,0.024710779823362828,0.0,11,-0.003508772,0.0,-0.09629159066624704
82.8,0.0,bmw group canada,115.99,stop light switch,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,61312346552,0.0,0.0,330,0.14657950550581578,0.0,0.0,0,33.19,28.61,0,0,0,0,0.024710779823362828,0.0,11,-0.003508772,0.0,-0.053922055412543635
2.08,0.0,bmw group canada,3.99,inner hex bolt,0,24,0.0,0.0,0.0,0,0,0,3.3400674,obsolete,0,21212332469,49.92,0.0,390,0.0,0.0,0.0,0,1.91,47.87,0,0,0,0,1.0,0.0,13,-0.23859648,0.0,-0.9516926179371751
304.21,0.0,ducati,507.99,final drive kit,0,0,203.78,66.99,0.0,0,0,2,2.9953668,idle,0,67621031a,0.0,1.1977007421405932,609,0.13032284644659448,507.99,304.21,0,203.78,40.11,0,0,1,0,0.017445823550224303,0.5988503710702966,1,0.012280702,0.0,-0.11564046229730017
63.28,0.0,suzuki,97.99,pad set fa135,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,59300-27860,63.28,0.0,2550,0.0,0.0,0.0,0,34.71,35.42,0,0,0,0,1.0,0.0,85,0.0,0.0,-0.012412837802290322
1.21,0.0,bmw group canada,1.99,rubber buffer,0,9,0.0,0.0,10.0,0,0,1,4.358899,idle,0,54347166771,10.89,0.0,270,0.29749361763817905,0.0,0.0,0,0.78,39.2,0,0,0,3285,0.028845540434122085,0.0,9,0.0,0.0,-0.0017206352869003393
36.19,0.0,triumph motorcycles,55.99,"brake pad set, x 2 pads",0,4,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,t2027735,144.76,0.0,570,0.0,0.0,0.0,0,19.8,35.36,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.06312414405883007
0.3,0.0,ducati,0.99,washer 8.4x14x1.6 1098s/07,0,20,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,85212281a,6.0,0.0,570,0.0,0.0,0.0,0,0.69,69.7,0,0,0,0,1.0,0.0,19,0.0,0.0,0.11853631334047729
25.92,0.0,bmw group canada,36.99,footrest rubber,0,5,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,46718530633,129.6,0.0,570,0.0,0.0,0.0,0,11.07,29.93,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.03391250354196878
17.0,0.0,parts canada/power twins,33.99,lock helmet ball reda,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,0136-0043,17.0,0.0,570,0.0,0.0,0.0,0,16.99,49.99,0,0,0,0,1.0,0.0,19,0.0,0.0,-0.003210749156003813
116.25,0.0,polaris acceptance,464.99,mw montana waxed jkt-2xl,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,286065612,0.0,0.0,300,0.16227887402159158,0.0,0.0,0,348.74,75.0,0,0,0,0,0.031001313030719756,0.0,10,-0.001754386,0.0,-0.04107905878852826
82.22,0.0,kimpex,229.99,helm horizon glos bk xs ls2,0,0,0.0,0.0,0.0,0,0,1,4.358899,idle,0,395371,0.0,0.0,330,0.14350341117934728,0.0,0.0,0,147.77,64.25,0,0,0,0,0.024710779823362828,0.0,11,-0.003508772,0.0,-0.07585187997394716
1.84,0.0,bmw group canada,2.99,fillister head screw,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,62118528443,0.0,0.0,420,0.0,0.0,0.0,0,1.15,38.46,0,0,0,0,1.0,0.0,14,-0.02631579,0.0,-0.06100423396407303
26.39,0.0,polaris acceptance,47.99,filter-air,0,5,21.6,81.85,16.67,0,0,1,4.358899,active,0,7082713,131.95,5.2780000000000005,2025,0.15928763049455724,47.99,26.39,0,21.6,45.01,0,0,0,1825,0.017483547143638135,0.18017341435106166,4,0.00877193,0.0,0.034657560476520535
1.27,0.0,ducati,0.99,copper gasket,0,13,-5.88,-22.05,72.92,5,146,35,0.88791627,essential,1,85212971a,16.51,1.5725235849056605,414,0.8658697553880672,20.79,26.67,0,-0.28,-28.28,0,0,8,135,0.017275446094572544,0.881361533377396,1,0.13508771,-3.0,-0.15671952108582848
6.89,0.0,ducati,7.99,o-ring 63.13x2.62,0,8,45.1,15.97,89.04,10,36,65,0.8780056,essential,2,88641381a,55.12,3.2137656427758814,381,0.9735513055681226,327.59,282.49,0,1.1,13.77,0,0,20,44,0.01726948581635952,0.9555363877754665,1,0.10877193,-6.0,-1.0244881688244603
73.49,0.0,polaris acceptance,104.99,"k-acc hndlbr instl,lgnd",0,7,63.0,42.86,22.22,0,315,2,3.1759124,idle,0,2885149,514.43,1.3124386105902313,1181,0.16105675245199563,209.98,146.98,0,31.5,30.0,0,0,2,1277,0.017440218850970267,0.30881070689455936,2,0.015789473,-1.0,-0.08250389970375145
76.45,0.0,ducati,139.99,dc track 21 sweatshirt xxxl,0,1,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,987700808,76.45,0.0,570,0.0,0.0,0.0,0,63.54,45.39,0,0,0,0,1.0,0.0,19,0.0,0.0,0.019579393048849796
134.76,0.0,bmw group canada,187.99,kit handlebar risers,0,6,0.0,0.0,0.0,0,0,0,0.0,obsolete,0,32717923068,808.56,0.0,570,0.0,0.0,0.0,0,53.23,28.32,0,0,0,0,1.0,0.0,19,0.0,0.0,0.016368643892845935
313.19,0.0,motovan,434.99,sbl.11.953.10000/b..crashbar.,0,0,0.0,0.0,0.0,0,0,0,4.358899,obsolete,0,566-14841,0.0,0.0,390,0.0,0.0,0.0,0,121.8,28.0,0,0,0,0,1.0,0.0,13,-0.007017544,0.0,-0.04268443336653014
245.52,0.0,bmw group canada,361.99,left engine protection bar,0,7,0.0,0.0,12.5,0,0,1,2.9953668,idle,0,46638389433,1718.64,0.0,240,0.19479042415923542,0.0,0.0,0,116.47,32.17,0,0,0,2555,0.023775319941341876,0.0,8,-0.007017544,0.0,0.05317699847799177
