part_number,normalized_seasonal_score,sales_sep,sales_oct,supplier_name,price,sales_last_jan,sales_feb,description,quantity_ordered_ytd,sales_last_apr,margin,quantity,sales_last_nov,sales_jan,sales_last_oct,sales_last_jul,sales_last_sep,sales_last_dec,sales_mar,special_orders_ytd,sales_may,sales_jun,sales_jul,sales_aug,sales_dec,negative_on_hand,sales_last_mar,sales_last_aug,sales_last_may,months_no_sale,sales_last_jun,sales_last_feb,sales_apr,sales_nov,cost_per_unit,total_cost,margin_percentage,sales_revenue,cogs,gross_profit,roi,rolling_3m_sales,rolling_12m_sales,12m_days_supply,3m_days_supply,1m_days_supply,turnover,3m_turnover,sell_through_rate,days_of_inventory_outstanding,order_to_sales_ratio,sales_trend,sales_volatility,recent_sales_trend,demand
33117694032,-0.03755341151969765,0,0,bmw group canada,22.99,0,0,adjusting washer,0,0,8.14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,14.85,59.4,35.41,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
36312302171,0.0011752157562768385,0,0,bmw group canada,8.99,0,0,shim,0,0,3.96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,5.03,5.03,44.05,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
981074254,-0.02310504031768036,0,0,ducati,969.99,0,0,leath. jacket dc c6,0,0,291.69,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,678.3,0.0,30.07,969.99,678.3,291.69,43.0,1,1,0,0,0,0.0,2.447499458757307,0.0,30,0.0,0.014035088,4.358899,0.0,0.14793984242560138
987703707,0.046640239457085814,0,0,ducati,24.99,0,0,flag dc 22 adrenaline,0,0,8.77,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,1,0,0,16.22,81.1,35.09,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,420,0.0,-0.022807017,2.9953668,0.0,0.0
24818563916,-0.008341771002836295,0,0,bmw group canada,185.99,0,0,set of roller weights,0,0,52.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,133.2,133.2,28.38,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,390,0.0,-0.007017544,4.358899,0.0,0.0
96280272a,0.027060846408236017,0,0,ducati,213.99,0,0,rearward handlebar 1207,0,0,64.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,149.56,0.0,30.11,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,420,0.0,-0.00877193,4.358899,0.0,0.0
46517712833,-0.04750055710053597,0,0,bmw group canada,10.99,0,0,isa screw,0,0,4.29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6.7,0.0,39.04,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,0.0,0.0,300,0.0,-0.003508772,4.358899,0.0,0.16043233038790333
286870003,-0.04793071592226098,0,0,polaris acceptance,74.99,0,0,m ss full zip hdie navy m,0,0,56.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,18.75,18.75,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
a9820204,-0.008026872890009626,0,0,triumph motorcycles,315.99,0,0,"lc-gpa module,",0,0,111.24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,204.75,204.75,35.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
t2060911,0.19023274981994037,0,0,triumph motorcycles,134.99,0,0,"mirror rh, ccc",0,0,47.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,87.73,0.0,35.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,510,0.0,-0.014035088,4.358899,0.0,0.0
t2020543,-0.05667176173295405,0,0,triumph motorcycles,66.99,0,0,"pad set, ms46, fa196",0,1,33.65,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,1,1,0,33.34,266.72,50.23,133.98,66.68,67.3,100.93,0,4,730,0,0,0.16426072818643153,8.335,33.33,2222,0.0,-0.028070176,1.4415703,0.0,0.34337613191994465
78810322a,0.3947368421052631,0,0,ducati,5.99,0,0,gasket cylinder head cover,0,0,3.24,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,2.75,11.0,54.09,0.0,0.0,0.0,0.0,0,4,365,0,0,0.0,0.0,50.0,210,0.0,-0.03508772,2.9953668,0.0,0.20433466962716423
83300402303,-0.01229757709339198,0,0,bmw group canada,4.99,0,0,grub screw,0,0,1.57,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3.42,6.84,31.46,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
46638569710,-0.007596714068284555,0,0,bmw group canada,302.99,0,0,case holder right,0,0,106.53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,196.46,589.38,35.16,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
85212321a,0.012412837802290317,0,0,ducati,2.99,0,0,washer 8.5x14x1.2,0,0,1.82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,1.17,9.36,60.87,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1680,0.0,0.0,0.0,0.0,0.0
t3700233,-0.04150921761025327,0,0,triumph motorcycles,7.99,0,0,"clip, brake hose",0,0,4.71,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3.28,6.56,58.95,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
286867406,0.18699111665006826,0,0,polaris acceptance,259.99,0,0,mens outsider vest-l,0,0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,168.99,0.0,35.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,480,0.0,-0.049122807,4.358899,0.0,0.0
46637654616,-0.005991339490282639,0,0,bmw group canada,57.99,0,0,adjuster unit,0,0,18.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,39.33,39.33,32.18,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
76615a81476,0.017974018470847886,0,0,bmw group canada,89.99,0,0,long-sleeve spirit of gs red,0,0,36.59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,53.4,106.8,40.66,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
2080019-t0301,-0.049420829791364584,0,0,triumph motorcycles,72.99,0,0,sidestand switch,0,0,25.73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,47.26,0.0,35.25,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,300,0.0,-0.001754386,4.358899,0.0,0.15828925362634083
76127913729,0.106469257664882,0,0,bmw group canada,349.99,0,0,jeans london men gray,0,0,140.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,209.4,209.4,40.17,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
t1260451,-0.023650459848303763,0,0,triumph motorcycles,356.99,0,0,"cover,clutch,brown met,",0,0,124.97,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,232.02,0.0,35.01,356.99,232.02,124.97,53.86,1,1,0,0,0,0.0,2.2747696013893948,0.0,60,0.0,0.012280702,4.358899,-0.5,0.14630434353717764
830364,-2.921639538487254e-18,0,0,kimpex,749.99,0,0,regent-x gunmetal frost l,0,0,165.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,584.99,584.99,22.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
46637673914,0.012727735915117033,0,0,bmw group canada,6.99,0,0,covering right,0,0,2.67,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4.32,4.32,38.2,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0,570,0.0,0.0,0.0,0.0,0.0
65620121a,-0.059053077259376134,0,0,ducati,61.99,0,0,grips pair,0,0,20.43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,41.56,0.0,32.96,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,300,0.0,-0.001754386,4.358899,0.0,0.15780639811443836
3807-0265,0.09531601231389857,0,0,parts canada/power twins,90.99,0,1,optimate lithium 4s 0.8a,0,1,42.5117,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,48.48,48.48,46.72,181.98,96.96,85.02,87.69,1,3,121,90,0,0.5313459009206488,2.0853855253253037,75.0,686,0.0,-0.003508772,1.719173,-0.5,0.21347069102277166
2883769,-0.11951189169282578,0,0,polaris acceptance,169.99,0,0,"k-handlebar,rr",0,0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,118.99,0.0,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,420,0.0,-0.00877193,4.358899,0.0,0.0
1810-2808,-0.09500111420107192,0,0,parts canada/power twins,2604.99,0,0,exhaust tru dual chr chlngr,0,0,1302.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,1302.88,0.0,49.99,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,330,0.0,-0.003508772,4.358899,0.0,0.14309157281780177
76218536375,-0.007596714068284547,0,0,bmw group canada,249.99,0,0,gloves furka gtx anthracite,0,0,100.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,149.4,149.4,40.24,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
61311459234,0.017974018470847872,0,0,bmw group canada,167.99,0,0,"switch, heated handlebar gri",0,0,47.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,120.33,120.33,28.37,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
691-622197,-0.1287983570341423,0,0,moto,8.95,0,0,needle inlet viton tip,0,0,3.82,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,5.13,10.26,42.68,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
2883921,-0.12292227825275803,0,0,polaris acceptance,3764.99,0,0,"k-st3,ind 116 my19",0,0,1129.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,2635.49,0.0,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,360,0.0,-0.012280702,2.9953668,0.0,0.0
96681101aa,-0.03798357034142276,0,0,ducati,46.99,0,0,usb 1706 adapter,0,0,14.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,32.44,0.0,30.96,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,330,0.0,-0.003508772,4.358899,0.0,0.15210604271327682
36317713558,0.020324449983401577,0,0,bmw group canada,205.99,0,0,"floating axle, front",0,0,58.39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,147.6,147.6,28.35,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
t2310107,0.04107905878852825,0,0,triumph motorcycles,28.99,0,0,"arm,adjust,back",0,0,10.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18.39,0.0,36.56,28.99,18.39,10.6,57.64,0,1,0,0,0,0.0,0.0,0.0,120,0.0,0.00877193,4.358899,0.0,0.14719032845604468
a9630442,-0.02878148169513628,0,0,triumph motorcycles,54.99,0,0,"pad, handlebar, kit",0,0,27.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,27.5,27.5,49.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1560,0.0,0.0,0.0,0.0,0.0
b156,0.05220142012564335,0,0,clearwater lights,124.99,0,0,b156 mount kit 1200gsw/1250,0,0,39.31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,85.68,0.0,31.45,124.99,85.68,39.31,45.88,0,1,0,0,0,1.3709896791743341,0.0,0.0,266,0.0,0.00877193,4.358899,0.0,0.14643240189230994
33177650203,0.0016053745780019197,0,0,bmw group canada,5.99,0,0,gasket ring,0,0,2.31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3.68,7.36,38.56,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
7129904710,-0.011122361337115126,0,0,bmw group canada,3.99,0,0,isa screw,0,0,2.27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1.72,6.88,56.89,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
46548566332,0.011982678980565247,0,0,bmw group canada,7.99,0,0,buffer front right,0,0,3.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4.48,4.48,43.93,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
t1130605,-0.021929824561403497,0,0,triumph motorcycles,12.99,0,0,"shim, 2.525mm",0,0,5.03,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7.96,63.68,38.72,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
913057,-0.05756296339027256,0,0,kimpex,42.99,0,0,ytx4l-bs kimpex battery,0,0,15.06,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,27.93,0.0,35.03,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,360,0.0,-0.005263158,4.358899,0.0,0.0
5264425,-0.007166555246559479,0,0,thibault canada,374.99,0,0,150/70r18 mc/tl 70v tourance n,0,0,131.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,243.74,243.74,35.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,630,0.0,0.0,0.0,0.0,0.0
286288412,-0.0567026457468224,0,0,polaris acceptance,54.99,0,0,mw gr hendee tee 2xl,0,0,32.99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,22.0,44.0,59.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,600,0.0,0.0,0.0,0.0,0.0
16121233367,-0.012727735915117066,0,0,bmw group canada,3.99,0,0,cap,0,0,1.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2.11,2.11,47.12,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
34112331631,0.02952653862968795,0,0,bmw group canada,100.99,0,0,repair set brake caliper,0,0,36.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,0,0,0,0,64.0,0.0,36.63,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,0.0,0.0,240,0.0,-0.014035088,2.372684,0.0,0.1464541983182941
2861685,0.07562135855615038,0,0,polaris acceptance,44.99,0,0,"block logo cap, multi",0,0,15.75,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,29.24,29.24,35.01,44.99,29.24,15.75,53.86,0,3,121,0,0,0.3231653404067197,29.24,75.0,1129,0.0,0.012280702,2.372684,0.0,0.11442604611211321
31422330541,0.1285987196302139,0,0,bmw group canada,8.99,2,0,cap,0,0,3.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,5.44,5.44,39.49,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,540,0.0,-0.031578947,4.358899,0.0,0.0
24-08150,0.06590473439310887,0,0,zero motorcycles,238.81,0,0,sport handlebar no logo,0,0,238.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,1,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,510,0.0,-0.014035088,4.358899,0.0,0.0
7129909357,-0.0422542745448051,0,0,bmw group canada,4.99,0,0,isa screw,0,0,2.03,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2.96,0.0,40.68,4.99,2.96,2.03,68.58,1,1,0,0,0,0.0,2.0761523046092183,0.0,30,0.0,0.014035088,4.358899,0.0,0.16123221947098187
32422002,-0.06386920099338186,0,0,wunderlich,420.0,0,0,center stand,0,0,64.84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,355.16,0.0,15.44,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,300,0.0,-0.001754386,4.358899,0.0,0.1586661764165594
987703376,-0.022790142204853675,0,0,ducati,119.99,0,0,dc thrill rain jacket xl,0,0,54.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,65.45,0.0,45.45,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,330,0.0,-0.003508772,4.358899,0.0,0.15026778071894414
7119904950,-0.166781927375565,0,0,bmw group canada,6.99,0,0,o-ring,0,0,2.99,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,4.0,40.0,42.78,13.98,8.0,5.98,74.75,1,3,1216,900,0,0.1586200059482502,0.5928121526491292,23.08,2301,0.0,0.005263158,1.719173,0.0,0.27915810631052534
286065612,-0.04107905878852826,0,0,polaris acceptance,464.99,0,0,mw montana waxed jkt-2xl,0,0,348.74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,116.25,0.0,75.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,300,0.0,-0.001754386,4.358899,0.0,0.16227887402159158
286292309,-2.921639538487254e-18,0,0,polaris acceptance,89.99,0,0,ww bl western denim shirt xl,0,0,67.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,22.5,22.5,75.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,600,0.0,0.0,0.0,0.0,0.0
2884950-156,-0.12174706249648116,0,0,polaris acceptance,744.99,0,0,"k-airbox,ind,chr",0,0,223.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,0,0,0,521.49,1042.98,30.0,0.0,0.0,0.0,0.0,0,1,730,0,0,0.0,0.0,33.33,330,0.0,-0.010526316,2.9953668,0.0,0.12869100305014736
2884424-156,-0.051026204369366494,0,0,polaris acceptance,579.99,0,0,"k-asm,bar,c hgwy.chr",0,0,174.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,405.99,405.99,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,390,0.0,-0.007017544,4.358899,0.0,0.0
0302-1564,-0.14829337338796203,0,0,parts canada/power twins,478.99,0,0,190/55zr17 (75w) diablo rosso iv,0,0,167.67,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,311.32,311.32,35.0,957.98,622.64,335.34,53.86,2,3,121,45,0,0.6496118854853518,1.2971936915352402,75.0,561,0.0,0.014035088,2.542691,-1.0,0.15292633185982163
a9628053,0.10024739675680272,0,0,triumph motorcycles,364.99,0,1,"lever kit,adj,std,long",0,0,127.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,237.24,0.0,35.0,364.99,237.24,127.75,53.85,0,1,0,0,0,0.0,0.0,0.0,150,0.0,0.007017544,4.358899,0.0,0.1415803508037038
16147654649,0.020324449983401577,0,0,bmw group canada,64.99,0,0,fuel hose,0,0,26.29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,38.7,116.1,40.45,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
0130-0856,0.12859871963021394,0,0,parts canada/power twins,44.99,0,1,insert p-lock hj-31 clear (70),0,0,15.77,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,29.22,0.0,35.05,89.98,58.44,31.54,53.97,0,2,0,0,0,0.0,0.0,0.0,120,0.0,0.015789473,2.9953668,0.0,0.1428098387314477
11009056145,-0.17331868639647113,0,0,bmw group canada,40.99,0,1,repair kit for oil change,0,0,16.14,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,1,0,0,0,0,24.85,124.25,39.38,122.97,74.55,48.42,64.95,2,7,260,225,0,0.30007245210111094,1.6210045662100456,58.33,1216,0.0,0.012280702,1.8252664,-0.5,0.29033893273809896
a9630437,-0.006421498312007628,0,0,triumph motorcycles,42.99,0,0,bar end finisher pr blk,0,2,15.37,8,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,27.62,220.96,35.75,128.97,82.86,46.11,55.65,1,4,730,720,0,0.31633198442391386,2.809289710120359,33.33,1153,0.0,-0.010526316,1.4415703,-0.5,0.32896648884698243
33537714507,0.019149234227124733,0,0,bmw group canada,3730.99,0,0,"spring strut, rear",0,0,1194.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2536.4,2536.4,32.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
0302-0842,0.0016053745780019255,0,0,parts canada/power twins,557.99,0,0,180/60r16 74h me888 marathon u,0,0,277.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,280.29,280.29,49.77,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,690,0.0,0.0,0.0,0.0,0.0
t2502262,-0.03391250354196877,0,0,triumph motorcycles,803.99,0,0,"harness, main",0,0,281.92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,522.07,0.0,35.07,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,300,0.0,-0.001754386,4.358899,0.0,0.16255931228258008
4990002110,0.02952653862968806,0,0,schuberth,59.0,0,0,c3 cheek pad 58/59,0,0,53.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,5.5,5.5,90.68,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
987704443,-0.12624828811766023,0,0,ducati,7.99,0,0,dc sheild keychain,0,0,2.82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,5.17,41.36,35.29,0.0,0.0,0.0,0.0,0,2,1460,0,0,0.0,0.0,20.0,330,0.0,-0.007017544,4.358899,0.0,0.22328512672065914
96680231a,-0.017659120358021137,0,0,ducati,146.99,0,0,type-appr. led turn indic.(2pc,0,0,51.47,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,95.52,0.0,35.02,146.99,95.52,51.47,53.88,1,1,0,0,0,0.0,2.2744404381250427,0.0,60,0.0,0.012280702,4.358899,-0.5,0.14540009329994702
2889333-266,0.008771929824561417,0,0,polaris acceptance,514.99,0,0,"k-hndlbar,miter,midrise,blk",0,0,154.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,360.49,1081.47,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
11147700123,0.05627248692509735,0,0,bmw group canada,7.99,0,0,o-ring,0,0,3.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4.8,4.8,39.92,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
t3330728,0.7003569241374137,0,0,triumph motorcycles,1.99,7,1,"screw, pan/hd, tx",0,2,1.34,30,2,0,0,0,2,2,0,1,0,0,0,0,0,0,2,0,2,5,2,2,0,0,0.65,19.5,67.34,1.99,0.65,1.34,206.15,0,7,1564,0,0,0.012971647684347071,0.014631871754055921,19.84,28138,0.0,-0.20175439,1.3414826,0.0,0.6060712753668411
86610301a,0.03927404680659798,0,0,ducati,2.99,0,0,pad,0,2,1.84,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1.15,10.35,61.54,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,450,0.0,-0.021052632,4.358899,0.0,0.0
33111451988,-0.016368643892845952,0,0,bmw group canada,7.99,0,0,cap,0,0,3.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4.96,4.96,37.92,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
t3990081,-0.0087719298245614,0,0,triumph motorcycles,641.99,0,0,"gasket kit,full",0,0,600.25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41.74,83.48,93.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1230,0.0,0.0,0.0,0.0,0.0
33735a670c3,0.582388638994853,0,0,bmw group canada,245.99,0,1,cardan shaft,0,1,59.79,4,1,7,2,4,5,3,7,0,8,3,0,0,0,0,5,1,0,1,0,1,6,0,186.2,744.8,24.31,7871.68,5958.4,1913.28,32.11,11,44,33,32,0,1.0089133320690309,4.3910401674349355,91.67,361,0.0,0.20175439,0.934749,-4.0,0.9214987450144223
7044118,-0.002780590334278775,0,0,polaris acceptance,89.99,0,0,judder clutch spring,0,0,44.99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,45.0,45.0,49.99,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1020,0.0,0.0,0.0,0.0,0.0
