part_number,normalized_seasonal_score,sales_sep,sales_oct,supplier_name,price,sales_last_jan,sales_feb,description,quantity_ordered_ytd,sales_last_apr,margin,quantity,sales_last_nov,sales_jan,sales_last_oct,sales_last_jul,sales_last_sep,sales_last_dec,sales_mar,special_orders_ytd,sales_may,sales_jun,sales_jul,sales_aug,sales_dec,negative_on_hand,sales_last_mar,sales_last_aug,sales_last_may,months_no_sale,sales_last_jun,sales_last_feb,sales_apr,sales_nov,cost_per_unit,total_cost,margin_percentage,sales_revenue,cogs,gross_profit,roi,rolling_3m_sales,rolling_12m_sales,12m_days_supply,3m_days_supply,1m_days_supply,turnover,3m_turnover,sell_through_rate,days_of_inventory_outstanding,order_to_sales_ratio,sales_trend,sales_volatility,recent_sales_trend,demand
38540093b,0.08376349215505847,0,0,ducati,972.99,0,0,piattaforma inerziale,0,0,195.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,777.85,777.85,20.06,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
33172335111,-0.037438150810799306,0,0,bmw group canada,31.99,0,0,collar nut,0,0,10.57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,21.42,21.42,33.04,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,390,0.0,-0.007017544,4.358899,0.0,0.0
2879532-156,-0.019264494936023054,0,0,polaris acceptance,294.99,0,0,"kit-tip,exhaust,fish tail,chr",0,0,88.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,206.49,206.49,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,420,0.0,-0.00877193,4.358899,0.0,0.0
76127922571,0.023220301026578703,0,0,bmw group canada,399.99,0,0,pants purerider men,0,0,160.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,239.4,239.4,40.15,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
96080061ba,-0.04162447831915164,0,0,ducati,4491.99,0,0,kit friz a secco mts v4 - dvl v4 -,0,0,1347.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,3144.01,0.0,30.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,420,0.0,-0.00877193,4.358899,0.0,0.0
51161459069,-0.011667780867738594,0,0,bmw group canada,5.99,0,0,pin,0,0,2.75,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3.24,3.24,45.91,0.0,0.0,0.0,0.0,0,1,365,0,0,0.0,0.0,50.0,270,0.0,0.0,4.358899,0.0,0.14203775455738926
83192460735,0.005676441377455879,0,0,bmw group canada,26.99,2,0,telescopic forks oil type 2,0,0,8.44,12,2,2,0,2,1,0,1,0,2,1,0,0,0,0,2,0,2,1,4,1,0,0,18.55,222.6,31.27,161.94,111.3,50.64,45.5,3,9,486,360,0,0.38459544912662624,2.120605887396399,42.86,949,0.0,-0.06666667,0.9661393,-1.0,0.7560253065476243
3600160-t0301,0.002780590334278781,0,0,triumph motorcycles,13.99,0,0,"o-ring, water pump",0,0,13.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0.89,0.89,93.64,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
45720561ca,-0.07788741337367415,0,0,ducati,181.99,0,0,brake control lever,0,0,59.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,122.2,0.0,32.85,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,330,0.0,-0.003508772,4.358899,0.0,0.1436391708623792
1521312,0.0236504598483038,0,0,polaris acceptance,16.99,0,0,valve-rim,0,0,8.49,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,8.5,34.0,49.97,16.99,8.5,8.49,99.88,0,1,1460,0,0,0.19111860595840363,2.125,20.0,1909,0.0,0.010526316,4.358899,0.0,0.15840668797880036
7119904101,0.008771929824561398,0,0,bmw group canada,4.99,0,0,fillister-head screw,0,0,2.33,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2.66,15.96,46.69,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
0602-0437,-0.016053745780019214,0,0,parts canada/power twins,189.99,0,0,riser 2 rox 1-1/8 x 1-1/8,0,0,98.3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,91.69,91.69,51.74,189.99,91.69,98.3,107.21,1,1,365,90,0,0.48133760302378076,0.955153914266368,50.0,758,0.0,0.012280702,4.358899,-0.5,0.13233784207325738
76115a80cb3,-0.009202088646286487,0,0,bmw group canada,699.99,0,0,jacket gs rallye air men bla,0,0,280.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,419.4,419.4,40.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
7556884,-0.22305441430066233,0,0,polaris acceptance,5.99,0,0,"wshr-m8x1.6x1.6 nyl,ret,blk",0,0,2.99,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,3.0,9.0,49.92,11.98,6.0,5.98,99.67,2,3,364,135,0,0.30816640986132515,0.6674082313681868,50.0,1184,0.0,0.01754386,2.542691,0.0,0.0988325908242868
t3990062,-0.03606329765059417,0,0,triumph motorcycles,495.99,0,0,909 gasket kit,0,0,466.03,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,29.96,0.0,93.96,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,270,0.0,0.0,4.358899,0.0,0.15878552916702454
361-3192,-0.13823096709822538,0,0,motovan,54.99,0,0,fa319/2 brake pad,0,0,31.18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,23.81,23.81,56.7,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,840,0.0,0.0,0.0,0.0,0.0
361-1582,-0.02235998338312857,0,0,motovan,54.99,0,0,fa158 brk pad kawa vn1700 09-,0,0,27.27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,27.72,55.44,49.59,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,2580,0.0,0.0,0.0,0.0,0.0
76127105425,-0.019264494936023103,0,0,bmw group canada,130.99,0,0,pants purerider men's dark b,0,0,26.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,104.79,0.0,20.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0.0,0.0,0.0,210,0.0,0.003508772,4.358899,0.0,0.14693220252964673
61122303023,0.029956697451413127,0,0,bmw group canada,72.99,0,0,tubing,0,0,24.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,48.58,48.58,33.44,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
33306760587,-0.1617661662376309,0,0,bmw group canada,3.99,0,0,hex nut wiht flange,0,0,1.91,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,2.08,8.32,47.87,0.0,0.0,0.0,0.0,0,2,730,0,0,0.0,0.0,33.33,330,0.0,-0.007017544,4.358899,0.0,0.11844550384987079
46547699847,-0.019033973518226357,0,0,bmw group canada,9.99,0,0,support,0,0,2.83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,7.16,0.0,28.33,9.99,7.16,2.83,39.53,0,1,0,0,0,0.0,0.0,0.0,90,0.0,0.010526316,4.358899,0.0,0.16070478650554804
31428520150,0.08258827639878155,0,0,bmw group canada,38.99,0,0,"spacer, silver",0,0,14.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,24.32,24.32,37.63,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
67740033a,-0.03285254849459024,0,0,ducati,40.99,0,0,chain link,0,0,18.46,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,22.53,22.53,45.04,40.99,22.53,18.46,81.94,1,1,365,90,0,0.5430224150397687,1.0481507327285415,50.0,672,0.0,0.012280702,4.358899,-0.5,0.12394104416432128
314-a2911,0.02032444998340159,0,0,motovan,32.99,0,0,"air filter,kawasaki, vn1500/vn1600",0,0,13.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19.47,19.47,40.98,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
31428358636,-0.0678250070839375,0,0,bmw group canada,5.99,0,0,o-ring,0,0,2.47,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,3.52,10.56,41.24,11.98,7.04,4.94,70.17,2,2,547,135,0,0.4273141122913505,0.7830923248053393,40.0,854,0.0,0.015789473,3.1759124,0.0,0.12082180848836405
63149443188,-0.05263157894736841,0,0,bmw group canada,30.99,0,0,"reflector, red, right",0,0,9.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,21.6,0.0,30.3,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,390,0.0,-0.007017544,4.358899,0.0,0.0
1208704,-0.06022829301565297,0,0,polaris acceptance,12199.99,0,0,"asm-eng,n22-v1203-la",0,0,2440.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9759.99,0.0,20.0,12199.99,9759.99,2440.0,25.0,1,1,0,0,0,0.0,2.799999426229038,0.0,30,0.0,0.014035088,4.358899,0.0,0.414670766178009
34911201a,-0.022790142204853654,0,0,ducati,10.99,0,0,bush,0,0,3.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7.69,15.38,30.03,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
2020073-t0301,-0.023965357961130484,0,0,triumph motorcycles,60.99,0,0,pad set,0,0,24.81,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,36.18,72.36,40.68,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0,570,0.0,0.0,0.0,0.0,0.0
04-166,0.0016053745780019286,0,0,motovan,2.99,0,0,"bulb 12v-35w a7275, ba20s",0,0,1.05,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1.94,3.88,35.12,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
5262125,-0.01797401847084788,0,0,thibault canada,468.99,0,0,150/70-17 m/c tl (69t) m+s kar,0,0,265.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,203.77,203.77,56.55,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1890,0.0,0.0,0.0,0.0,0.0
987705435,-0.011982678980565252,0,0,ducati,200.0,0,0,sunglasses monterey,0,0,47.64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,152.36,152.36,23.82,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
11427721779,-4.139616312977436,0,0,bmw group canada,33.99,17,5,oil filter,0,37,17.49,206,21,12,21,48,30,3,34,0,45,28,0,0,0,0,47,46,45,1,46,18,28,0,16.5,3399.0,51.46,5166.48,2508.0,2658.48,106.0,73,273,275,253,2,0.3042358288637071,1.7336785021791952,56.99,1199,0.0,-0.9877193,0.57330847,-22.5,0.9987810792096969
79120491a,-0.0059913394902826305,0,0,ducati,159.99,0,0,head-cylinder gaskets set,0,0,72.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,87.48,87.48,45.32,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
286965902,-0.0016053745780019103,0,0,polaris acceptance,54.99,0,0,mens port marl pocket tee-s,0,0,19.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,35.74,35.74,35.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1650,0.0,0.0,0.0,0.0,0.0
34921681a,-0.06194892830255322,0,0,ducati,77.99,0,2,overhaul kit,0,0,23.5,2,0,0,0,2,2,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,54.49,108.98,30.13,389.95,272.45,117.5,43.13,2,7,104,90,0,0.7741046440596099,3.406050756344543,77.78,471,0.0,0.02631579,1.5982629,-1.0,0.3080604418931663
46537685496,-0.002035533399726953,0,0,bmw group canada,46.99,0,0,needle bearing,0,0,17.07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,29.92,29.92,36.33,46.99,29.92,17.07,57.05,1,1,365,90,0,0.6300273741840388,1.221473770157175,50.0,579,0.0,0.012280702,4.358899,-0.5,0.12884938647114397
7100575,0.007281815955457866,0,0,bell sports inc,549.99,0,0,"eliminator,bk,xxl",0,0,259.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,290.37,0.0,47.2,549.99,290.37,259.62,89.41,0,1,0,0,0,1.0559101074564992,0.0,0.0,345,0.0,0.010526316,4.358899,0.0,0.15070219623046605
46637652856,-0.00470086302510743,0,0,bmw group canada,15.99,0,0,supporting plate right,0,0,5.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,10.98,10.98,31.33,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
1523878-266,0.09210526315789475,0,0,polaris acceptance,897.99,0,0,"wheel-16x3.5,bob,rr,blk",0,0,269.75,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,628.24,0.0,30.04,1795.98,1256.48,539.5,42.94,0,2,0,0,0,9.794496597957657,0.0,0.0,37,0.0,0.01754386,4.358899,0.0,0.18609669111332422
t3800153,-0.008026872890009628,0,0,triumph motorcycles,42.99,0,0,bearing n/rolle,0,0,15.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,27.66,27.66,35.66,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
76315a75233,-0.031562072029415036,0,0,bmw group canada,969.99,0,0,helmet gs carbon evo ece nad,0,0,340.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,629.85,629.85,35.07,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
72607701952,0.02118476762685174,0,0,bmw group canada,63.99,0,0,"repair kit, driver equipment",0,0,17.63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,46.36,139.08,27.55,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
7129908675,0.021929824561403494,0,0,bmw group canada,10.99,0,0,fillister-head screw,0,0,4.4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,6.59,52.72,40.04,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
2880241-05,-0.0016053745780019073,0,0,polaris acceptance,359.99,0,0,"kit-seat,drvr,rr,n,tan",0,0,108.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,251.99,251.99,30.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1200,0.0,0.0,0.0,0.0,0.0
6520755,0.0362629350545225,0,0,thibault canada,299.99,0,0,covert ultra jeans blue 38,0,0,75.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,224.99,224.99,25.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,420,0.0,-0.00877193,4.358899,0.0,0.0
23007695549,0.007596714068284555,0,0,bmw group canada,10.99,0,0,snap ring,0,0,4.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,6.56,6.56,40.31,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
46012711c,0.009947145580838281,0,0,ducati,258.99,0,0,"guard, knuckle, lh",0,0,89.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,169.99,169.99,34.36,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,2490,0.0,0.0,0.0,0.0,0.0
314-0152,-0.04836087474398606,0,0,motovan,10.99,0,0,hf152 oil filter,0,0,3.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,7.12,7.12,35.21,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
21218396909,-0.032622027076793535,0,0,bmw group canada,865.99,0,0,set of clutch disks / clutch,0,1,338.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,527.85,527.85,39.05,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,390,0.0,-0.01754386,2.9953668,0.0,0.0
t2085002,0.015508326249395816,0,0,triumph motorcycles,80.99,0,0,lh foot peg,0,0,75.72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,5.27,5.27,93.49,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
34317707371,-0.0594832360811012,0,0,bmw group canada,4.99,0,0,tandem clamp,0,0,2.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2.72,0.0,45.49,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,360,0.0,-0.005263158,4.358899,0.0,0.0
16121180240,0.0283513228734112,0,0,bmw group canada,2.99,0,0,hose clamp,0,0,1.51,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1.48,13.32,50.5,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
4263210,-0.07275639152684162,0,0,thibault canada,391.99,0,0,"150/80b16,77h,mt60r/rs",0,0,206.44,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,185.55,0.0,52.66,783.98,371.1,412.88,111.26,2,2,0,0,0,0.9467078241791883,0.9467078241791883,0.0,385,0.0,0.028070176,2.9953668,0.0,0.228055055570696
11347721197,-0.015938485071120886,0,0,bmw group canada,15.99,0,0,semi-sphere,0,0,5.45,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,10.54,63.24,34.08,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
31422310347,0.010377304402563185,0,0,bmw group canada,44.99,0,0,guide bush,0,0,12.95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,32.04,0.0,28.78,0.0,0.0,0.0,0.0,0,2,0,0,0,0.0,0.0,0.0,240,0.0,0.001754386,2.9953668,0.0,0.14025916175219366
62640131a,-0.027721526647757726,0,0,ducati,11.99,0,0,dust cover,0,0,5.59,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,6.4,0.0,46.62,23.98,12.8,11.18,87.34,2,2,0,0,0,0.0,1.8682235195996666,0.0,60,0.0,0.024561403,4.358899,-1.0,0.1639902379437651
97080051a,0.0570175438596491,0,0,ducati,69.99,0,0,double-sided rear stand,0,0,24.65,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,45.34,136.02,35.22,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,1680,0.0,0.0,0.0,0.0,0.0
32731457377,0.016368643892845963,0,0,bmw group canada,79.99,0,0,accelerator bowden cable,0,0,28.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,51.72,51.72,35.34,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
t2029092,-0.09190562575396642,0,0,triumph motorcycles,82.99,0,0,"pad set, caliper, brm10b, inter",0,0,41.83,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,7,2,0,0,0,41.16,452.76,50.4,0.0,0.0,0.0,0.0,0,4,1003,0,0,0.0,0.0,26.67,210,0.0,-0.014035088,2.372684,0.0,0.23122357156878182
11317707797,0.08857961588906424,0,0,bmw group canada,185.99,0,0,"chain tensioner, left",0,0,52.79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,133.2,133.2,28.38,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
381062,-0.2876995562424644,0,0,kimpex,199.99,0,0,heated underwear bottom,0,0,94.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,105.99,211.98,47.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,870,0.0,0.0,0.0,0.0,0.0
59210142a,-0.15319387381699787,0,0,ducati,246.99,0,0,fuel level sensor 748-998b/02,0,0,49.86,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,197.13,0.0,20.19,246.99,197.13,49.86,25.29,1,1,0,0,0,0.0,2.793453176241953,0.0,30,0.0,0.001754386,2.372684,0.0,0.11504906622692535
46538534651,0.0016053745780019169,0,0,bmw group canada,36.99,0,0,side-support screw,0,0,11.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,25.92,25.92,29.93,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
508369,0.23174196743019373,0,0,parts canada/power twins,52.99,0,2,"tube 17mi valve tr4 street 17""",0,0,29.6125,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,2,0,23.38,46.76,55.88,264.95,116.9,148.05,126.65,1,6,121,180,0,0.5489293764087153,4.102474118266363,75.0,664,0.0,0.036842104,1.8565322,-0.5,0.2751199437299583
0301-0952,0.056702645746822405,0,0,parts canada/power twins,293.99,1,0,120/60zr17 (55w) diablo rosso iv,2,0,102.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,191.07,0.0,35.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,540,0.0,-0.015789473,4.358899,0.0,0.0
t2048335,0.1064383736510137,0,0,triumph motorcycles,85.99,0,0,"clutch lever, mcs, adjustable",0,0,30.15,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,55.84,0.0,35.06,85.99,55.84,30.15,53.99,0,1,0,0,0,0.0,0.0,0.0,120,0.0,-0.003508772,2.9953668,0.0,0.13351042236675453
t1260437,-0.02149966573967842,0,0,triumph motorcycles,18.99,0,0,"gasket, crank cover",0,1,8.87,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,10.12,40.48,46.71,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,450,0.0,-0.010526316,4.358899,0.0,0.0
46638562228,0.007911612181111239,0,0,bmw group canada,407.99,0,0,windshield adjustment,0,0,130.63,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,277.36,277.36,32.02,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0,570,0.0,0.0,0.0,0.0,0.0
t2700237,0.07232623270511657,0,0,triumph motorcycles,16.99,0,0,reflector - front fork,0,0,6.04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,10.95,10.95,35.55,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
t2309040,0.08098290182077961,0,0,triumph motorcycles,83.99,0,0,"knuckle guard, lh",0,0,32.49,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,51.5,51.5,38.68,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0,570,0.0,0.0,0.0,0.0,0.0
34118534183,-0.25344127057380045,0,0,bmw group canada,100.99,0,0,"set of brake pads, sintered",0,2,48.99,5,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,2,2,2,0,2,0,52.0,260.0,48.51,605.94,312.0,293.94,94.21,2,8,228,225,0,0.473491315531881,2.943673931502972,61.54,770,0.0,-0.003508772,1.204736,-1.0,0.39218637419966884
0340-0813,-0.05263157894736842,0,0,parts canada/power twins,394.99,0,0,160/60r15 67h diablo rosso rea,0,0,138.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,256.72,0.0,35.01,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,390,0.0,-0.007017544,4.358899,0.0,0.0
46013101a,-0.022475244092026947,0,0,ducati,27.99,0,0,cover flasher light,0,0,8.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19.26,19.26,31.19,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,570,0.0,0.0,0.0,0.0,0.0
46092-1203,0.0759671406828455,0,0,spunky's motorcycle shop,16.56,0,0,"lever-grip, front brake",0,0,-1.84,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,18.4,0.0,-11.11,33.12,36.8,-3.68,-10.0,0,2,0,0,0,15.555555555555552,0.0,0.0,23,0.0,0.019298246,2.9953668,0.0,0.16724487367789526
10-08290,0.0016053745780019275,0,0,zero motorcycles,660.99,0,0,fog light accessory kit,0,0,231.99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,429.0,429.0,35.1,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,-0.0,570,0.0,0.0,0.0,0.0,0.0
7119904463,-0.08172795875533138,0,0,bmw group canada,1.99,0,0,wave washer,0,0,1.35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0.64,5.76,67.84,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,390,0.0,-0.014035088,4.358899,0.0,0.0
